feature,importance
MNDWI,0.1444168364616941
B2,0.11163299954093997
B4,0.08781816335450043
B4_B3_ratio,0.08507204886611312
FAI,0.08411882465714954
B3,0.0716041892975904
NDVI,0.07136465139677194
B5_B4_ratio,0.06811726565372293
B11,0.06248665998996459
B3_B2_ratio,0.05329022282285842
B8,0.048456436396649774
B5,0.04063776307983069
NDCI,0.03567631789805838
Season,0.02897332430632655
Month,0.006334296277829217
