feature,importance
Month,0.13006482941725384
Season,0.1257298485418359
B3_B2_ratio,0.12207299533710707
B4_B3_ratio,0.09887591921971745
B4,0.07235951241577623
B5,0.06805058011577658
NDVI,0.06653442785499913
B3,0.05116982456731531
MNDWI,0.047344038889121746
B11,0.045126027726321745
B8,0.045100015153613046
FAI,0.04310350616675839
B2,0.0338368723915595
NDCI,0.027894945395407426
B5_B4_ratio,0.02273665680743672
