feature,importance
B2,0.1040017395660173
FAI,0.10002660202280722
B3_B2_ratio,0.09328545704260696
MNDWI,0.08422341028627495
B3,0.08013667761155337
B5,0.07430858018723144
B4,0.07269401683517472
B8,0.06852442768917824
B4_B3_ratio,0.06624422614278354
B11,0.06414716388144681
NDVI,0.04724872514380145
Season,0.038412196406017944
NDCI,0.03813721479215283
B5_B4_ratio,0.035051650214513654
Month,0.03355791217843983
