feature,importance
Month,0.3037811101302098
Season,0.2791194028262108
B4_B3_ratio,0.09274545053285123
FAI,0.039556910726704086
B5,0.03640626953637332
B8,0.033650583825375606
B4,0.03055618213228421
B3_B2_ratio,0.028460725325274844
B2,0.027799724083442865
B11,0.0265698294192989
NDVI,0.024411077541473983
MNDWI,0.022221178815740976
B5_B4_ratio,0.02038853660763231
NDCI,0.017540868343649492
B3,0.016792150153477674
