feature,importance
B3,0.15402333251468184
B2,0.13222443637611997
B4,0.0976064708923084
B3_B2_ratio,0.08438954995126774
FAI,0.07214744900728172
B5,0.07180824073147367
B4_B3_ratio,0.06720047752325928
B11,0.05841318646464581
MNDWI,0.05534425584666926
NDVI,0.053612662501964586
B8,0.042122146952032695
NDCI,0.04191088295198721
B5_B4_ratio,0.0405378369055448
Season,0.015891626712910945
Month,0.012767444667852202
