feature,importance
Season,0.44132541646883133
Month,0.15152617615833353
B4_B3_ratio,0.09383797319122696
B8,0.04993370725015801
NDCI,0.03098827842310706
B3,0.029015576235681396
B3_B2_ratio,0.028636880426489947
B5_B4_ratio,0.025366976956649103
B5,0.025053375691728868
B4,0.02487241922486845
B2,0.023984863673429502
NDVI,0.02342123141780482
MNDWI,0.022510442269662322
FAI,0.019434220882653574
B11,0.010092461729375272
