feature,importance
MNDWI,0.12960579772752542
B2,0.10591678163828931
B3,0.09548249526637576
B3_B2_ratio,0.09017043564534706
B4_B3_ratio,0.08494749805158586
NDVI,0.07533380510799796
B5_B4_ratio,0.06579228484423694
B4,0.062314885471840865
FAI,0.05697124706400951
B8,0.056634818307155305
B11,0.05590603958608504
NDCI,0.05445562323735264
B5,0.03435734035674416
Month,0.017168937728718255
Season,0.014942009966735783
