PONTO,count,mean,std,min,25%,50%,75%,max
CLA-01,0.0,,,,,,,
CLA-02,0.0,,,,,,,
CLA-03,0.0,,,,,,,
CLA-04,0.0,,,,,,,
CLA-05,0.0,,,,,,,
CLA-06,0.0,,,,,,,
CLA-06B,0.0,,,,,,,
CLA-07,0.0,,,,,,,
CLA-08,0.0,,,,,,,
CLA-08CS,0.0,,,,,,,
CLA-09,0.0,,,,,,,
CLA-ETE,10.0,12.121,7.629312550944548,0.21,10.0,10.0,14.5,25.0
