feature,importance
B4,0.20343687345842018
FAI,0.11203458590373144
B3_B2_ratio,0.11195042000482133
Month,0.10035320110478474
B11,0.0705795792077539
MNDWI,0.06990374917171559
NDVI,0.06156426535485369
B2,0.057612277733465354
B8,0.04389102684053262
B5_B4_ratio,0.039375757818304546
B4_B3_ratio,0.038406269887784665
NDCI,0.030605010092649806
B3,0.03034101417122631
B5,0.026595052065315733
Season,0.003350917184640204
