feature,importance
NDVI,0.2964886412928701
B2,0.13498509023727626
MNDWI,0.11850874599623346
FAI,0.07187188575093148
B3_B2_ratio,0.07114480433956072
B4_B3_ratio,0.06433771538173977
B5_B4_ratio,0.049909487234938384
B4,0.04883617866219824
NDCI,0.04123737601335937
B3,0.030702658604625514
B11,0.022151934562321257
B8,0.019233530846531822
B5,0.01921679680195901
Month,0.010960611122795439
Season,0.0004145431526591721
