feature,importance
Month,0.3275740699653873
Season,0.25067703717683004
B4_B3_ratio,0.10829101242799281
B8,0.06827474369680475
FAI,0.0362050092903105
NDVI,0.031133919342109535
MNDWI,0.026829502457417553
B2,0.026699532075809773
B4,0.02105407316013516
NDCI,0.020911707973935934
B5,0.019734449735465176
B11,0.019553007996323014
B5_B4_ratio,0.01834015849078481
B3_B2_ratio,0.016705711125147463
B3,0.008016065085546068
