feature,importance
FAI,0.14977987243215687
B3_B2_ratio,0.10332428663731288
MNDWI,0.10055392118292047
B2,0.09317773914812244
B4_B3_ratio,0.0749507458630121
B3,0.06763115107614827
B11,0.06245464546492069
NDVI,0.05664749545611847
B4,0.05382549155933789
B5,0.052852814885783604
B5_B4_ratio,0.04727515807046997
NDCI,0.04531532797956211
B8,0.043447360440775705
Season,0.025748981577813992
Month,0.02301500822554462
