feature,importance
FAI,0.15799376913616772
B4,0.15187624151978982
B3_B2_ratio,0.11056736325023211
B3,0.10461798074787175
Month,0.08299346927873207
B2,0.05579559205689728
NDVI,0.0524640582843146
B5,0.04889568033536026
NDCI,0.04333178428137764
B5_B4_ratio,0.03828554327720403
B4_B3_ratio,0.03707908903411755
MNDWI,0.03622557033625399
B11,0.03315094707063108
B8,0.03290916669652588
Season,0.013813744694524014
