id_campanha,ponto,data,1-Bromo-4-flurbenzeno,"2,4-D",2-Fluorobifenilo (Surrogate),2-Metilnaftaleno,Acenafteno,Acenaftileno,Acidez Total,Alaclor,Alcalinidade Total,Alcalinidade de Bicarbonato,Aldicarbe + Aldicarbe Sulfona + Aldicarbe Sulfóxido,Aldrin,Aldrin e Dieldrin,Aldrin+Dieldrin,Alumínio Total,Alumínio dissolvido,Ametrina,Amônia,Antraceno,Arsênio,Atrazina,"Atrazina + S-Clorotriazinas (DEA, DIA, DACT)",Benzeno,Benzo(a)antraceno,Benzo(a)pireno,Boro Total,Bário Total,Carbendazim,Carbofurano,Ceriodaphnia dubia,Chumbo,Cianeto Livre,Ciproconazol,Cis-Clordano,Clordano (Isômeros),Cloreto,Cloreto Dissolvido,Cloro Residual Total,Clorofila a,Clorotalonil,Clorpirifós + Clorpirifos-oxon,Cobalto Dissolvido,Cobalto Total,Cobre Dissolvido,Cobre total,Coliformes Termotolerantes,Coliformes Totais,Condutividade Elétrica,Condutividade Elétrica (In situ),Cor Aparente,Cor Verdadeira,Criseno,Cromo,Cádmio,Cálcio Dissolvido,Cálcio Total,Cálcio total,DDD(Isomeros),DDE(Isomeros),DDT(Isomeros),"DDT(p,p-DDT, p,p-DDD, p,p-DDE)",Decano(C10),Demanda Bioquímica de Oxigênio,Demanda Química de Oxigênio,Densidade de Cianobactérias,"Dibenzo(a,h)antraceno",Dieldrin,Difenoconazol,Dimetoato + ometoato,Diuron,Docosano (C22),Dodecano(C12),Dotriacontano(C32),Dureza Cálcio,Dureza total,Déficit de OD de acordo com mg/L,Déficit de oxigênio dissolvido,Eicosano(C20),"Endosulfan (a, b, sulfato)",Endosulfan sulfato,Endrin,Enterococos/Estreptococos,Epoxiconazol,Escherichia coli,Estanho Total,Etilbenzeno,Fenantreno,Fenóis,Feoftina,Ferro Dissolvido,Ferro Total,Fipronil,Fitano(C20),Fluoranteno,Fluoreno,Fluoreto,Flutriafol,Fosfato,Fósforo Total,Fósforo Total Dissolvido,Glifosato,Glifosato + AMPA,Gution,Heneicosano(C21),Hentriacontano(C31),Heptacloro,Heptacloro + Heptacloro Epóxido,Heptacosano(C27),Heptadecano(C17),Heptatriacontano(C37),Hexaclorobenzeno,Hexacosano(C26),Hexadecano(C16),Hexatriacontano(C36),Hidroxi-Atrazina,Lindano (gama-BHC),M-Paration,Magnésio Dissolvido,Magnésio Total,Malation,Mancozebe + ETU,Manganês Dissolvido,Manganês Total,Material Flutuante,Mercúrio,Metamidofós + Acefato,Metolaclor,Metolacloro,Metoxicloro,Metribuzim,Mirex (Dodecacloropentaciclodecano),Molibdênio Total,Molinato,Naftaleno,Nitrato,Nitrato (N),Nitrito,Nitrito (N),Nitrogênio Amoniacal,Nitrogênio Inorgânico,Nitrogênio Orgânico,Nitrogênio Total,Nitrogênio Total Kjeldahl,Nonacosano(C29),Nonadecano(C19),Nonano(C9),Nonatriacontano(C39),Níquel Dissolvido,Níquel Total,Nível de Água,Octacosano(C28),Octadecano(C18),Octano(C8),Octatriacontano(C38),Ortofosfato,Ortofosfato (P) Dissolvido,Ortofosfato (P) Total,Oxigênio dissolvido,P-Terfenil-d14 (Surrogate),PCB-101,PCB-118,PCB-138,PCB-153,PCB-180,PCB-28,PCB-52,PCBs,Paraquate,Pentacosano(C25),Pentadecano(C15),Pentatriacontano(C35),Picloram,Pireno,Potencial Redox,Potencial redox,Potássio Dissolvido,Potássio Total,Pristano(C19),Profenofós,Profundidade,Propargito,Protioconazol + ProticonazolDestio,Salinidade,Simazina,Sulfato,Sulfeto,Surfactantes Aniônicos,Sílica Dissolvido,Sódio Dissolvido,Sódio Total,Sólidos Dissolvidos Totais,Sólidos Sedimentáveis,Sólidos Suspensos Totais,Sólidos Totais,TPH Faixa Diesel (C14-C20),TPH Faixa Gasolina (C8-C11),TPH Faixa Querosene (C11-C14),TPH Faixa Óleos Lubrificantes (C20-C40),TPH Totais,Tebuconazol,Temperatura Ambiente,Temperatura ar,Temperatura da água,Tempo,Terbufós,Tetracontano(C40),Tetracosano(C24),Tetradecano(C14),Tetratriacontano(C34),Tiametoxam,Tiodicarbe,Tiram,Titânio Total,Tolueno,Trans-Clordano,Transparência,Triacontano(C30),Tricosano(C23),Tridecano(C13),Trifluralina,Trihalometanos,Tritriacontano(C33),Turbidez,Undecano(C11),Vanádio Total,Vazão,Xilenos,Zinco,a-BHC,a-Endosulfan,b-BHC,b-Endosulfan,d-BHC (Lindano),g-BHC (Lindano),m+p-Xileno,"o,p-DDD","o,p-DDE","o,p-DDT",o-Xileno,"p,p-DDD","p,p-DDE","p,p-DDT","p,p-DDT+p,p-DDE+p,p-DDD",p-Terfenil-d14 (Surrogate),pH,Índice de Estado Trófico - IET,Índice de Qualidade das Águas - IQA,Óleos e Graxas,Última Chuva
01/04/2017,VIR40ZF,27/04/2017 04:04,,,,,,,,,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,,,,,,,,,,,,,,,,,289.7,,,,,1.5,,,,,<1,"<0,002",,,,,,,,,,,,,,,,30.2,28.5,,,,,,,,,,,,,,,,,,,,"8,94",,,,,,,,,,,,,,,,,,,,,,6.06,,,,
01/04/2017,VIR50F,27/04/2017 03:04,,,,,,,,,"9,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,,,,,,,,,,,,,,,,,300.2,,,,,31.0,,,,,"1,16","<0,002",,,,,,,,,,,,,,,,30.2,24.0,,,,,,,,,,,,,,,,,,,,"19,9",,,,,,,,,,,,,,,,,,,,,,5.65,,,,
01/04/2017,VIR50S,27/04/2017 03:04,,,,,,,,,"9,0",,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,"<0,009",,<1,,106.0,,,51,,,,,,,,,,,,<3,,,,,,,,,,,,"7,16",,1.2,,,,,,,,,,,"<0,002",,"<0,1",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,23",,"<0,02","0,11",,,"0,4",,,,,,,,,,,,,,,,6.45,,,,,,,,,,,,,,,,,264.3,,,,,0.2,,,,,"1,14","<0,002","<0,3",,,,"26,0",,<11,,,,,,,,,30.2,28.6,,,,,,,,,,,,,1.0,,,,,,,"13,7",,,,,,,,,,,,,,,,,,,,,,6.35,,,"<2,5",
01/04/2017,VIR50ZF,27/04/2017 03:04,,,,,,,,,"8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,,,,,,,,,,,,,,,,,267.5,,,,,1.5,,,,,"1,15","<0,002",,,,,,,,,,,,,,,,30.2,27.5,,,,,,,,,,,,,,,,,,,,"14,9",,,,,,,,,,,,,,,,,,,,,,6.26,,,,
01/04/2017,VIR60F,27/04/2017 02:04,,,,,,,,,"9,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,298.6,,,,,44.0,,,,,"1,02","<0,002",,,,,,,,,,,,,,,,30.2,22.8,,,,,,,,,,,,,,,,,,,,"37,0",,,,,,,,,,,,,,,,,,,,,,5.56,,,,
01/04/2017,VIR60S,27/04/2017 02:04,,,,,,,,,"7,4",,,,,,"0,43",,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,"<0,009",,<1,,107.0,,,53,,,,,,,,,,,,<3,,,,,,,,,,,,"6,37",,1.5,,,,,,,,,,,"<0,002",,"<0,1",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,21",,"<0,02","0,15",,,"0,4",,,,,,,,,,,,,,,,6.17,,,,,,,,,,,,,,,,,208.8,,,,,0.2,,,,,"1,07","<0,002","<0,3",,,,"18,0",,<11,,,,,,,,,30.2,28.1,,,,,,,,,,,,,1.0,,,,,,,"9,22",,,,,,,,,,,,,,,,,,,,,,6.75,,,"<2,5",
01/04/2017,VIR60ZF,27/04/2017 02:04,,,,,,,,,"7,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.71,,,,,,,,,,,,,,,,,221.9,,,,,1.5,,,,,"1,07","<0,002",,,,,,,,,,,,,,,,30.2,26.9,,,,,,,,,,,,,,,,,,,,"9,73",,,,,,,,,,,,,,,,,,,,,,6.44,,,,
01/04/2017,VIR70S,25/04/2017 03:04,,,,,,,,,<6,,,,,,"2,42",,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,"<0,009",,<1,,170.0,,,,,,,,,,,,,,,<3,,,,,,,,,,,,"11,4",,5.4,,,,,,,,,,,"<0,002",,"0,29",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,33",,,,,,,,,,,,,,"0,16",,"<0,02","0,06",,,,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,282.1,,,,,0.2,,,,,"14,6","<0,002","<0,3",,,,"45,0",,,,,,,,,,,26.6,26.4,,,,,,,,,,,,,,,,,,,,"36,0",,,,,,,,,,,,,,,,,,,,,,4.91,,,"<2,5",
01/04/2017,VIR95S,25/04/2017 09:04,,,,,,,,,"18,9",,,,,,"6,89",,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,"0,01",,2400,,392.0,,,,,,,,,,,,,,,<3,,,,,,,,,,,,"16,7",,0.9,,,,,,,,,,,"<0,002",,"0,56",,,,,,,,,"0,07",,,,,,,,,,,,,,,,,,,,,,,"0,11",,,,,,,,,,,,,,"0,35",,"<0,02","0,17",,,,,,,,,,,,,,,,,,,7.08,,,,,,,,,,,,,,,,,340.2,,,,,0.2,,,,,"4,31","<0,002","1,18",,,,"72,0",,,,,,,,,,,26.3,26.2,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,,,,,,4.18,,,"<2,5",
01/04/2018,AN010S,10/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,300,,"37,1",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,"2,04",,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,052",,,,,,,,,,,,,"0,19",,,,,,"0,3",,,,,,,,,,,,,,,,6.75,,,,,,,,,,,,,,,,,133.0,,,,,N.A.,,,,,"1,38",,"<0,3",,,,"34,0",,"24,3","58,0",,,,,,,,26.7,"23,7",,,,,,,,,,,,,,,,,,,,"39,8",,,,,,,,,,,,,,,,,,,,,,7.79,,,"<2,5",
01/04/2018,AN020S,10/04/2018 11:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,1200,,"41,3",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,"2,92",,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,105",,,,,,,,,,,,,"0,24",,,,,,"0,3",,,,,,,,,,,,,,,,6.57,,,,,,,,,,,,,,,,,179.0,,,,,N.A.,,,,,"1,42",,"<0,3",,,,"38,6",,"57,2","96,0",,,,,,,,23.2,"22,8",,,,,,,,,,,,,,,,,,,,"61,2",,,,,,,,,,,,,,,,,,,,,,7.83,,,"<2,5",
01/04/2018,CJ10S,11/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,18",,,"<1,07",,,,,,,500,,"61,7",,,52,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,1.9,,,,,,,,,,,,,"4,07",,,,,,,,,"0,03",,,,,,,,,,,,,,,,,,,,,,,"0,236",,,,,,,,,,,,,,"0,28",,,,,,"0,6",,,,,,,,,,,,,,,,7.03,,,,,,,,,,,,,,,,,42.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"37,3",,"59,7","97,0",,,,,,,,23.7,"20,6",,,,,,,,,,,,,,,,,,,,"70,6",,,,,,,,,,,,,,,,,,,,,,7.48,,,"<2,5",
01/04/2018,CJ20S,12/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,23",,,"<1,07",,,,,,,4,,"37,1",,,53,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,"1,35",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,09",,,,,,"0,3",,,,,,,,,,,,,,,,8.35,,,,,,,,,,,,,,,,,130.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"28,4",,"13,2","41,0",,,,,,,,23.4,"23,7",,,,,,,,,,,,,N.A.,,,,,,,"19,3",,,,,,,,,,,,,,,,,,,,,,6.53,,,"<2,5",
01/04/2018,CJ30S,12/04/2018 01:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,24",,,"<1,07",,,,,,,7,,"35,2",,,37,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,0.3,,,,,,,,,,,,,"0,69",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,09",,,,,,"0,2",,,,,,,,,,,,,,,,7.53,,,,,,,,,,,,,,,,,101.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"45,6",,<11,"50,0",,,,,,,,22.3,"22,1",,,,,,,,,,,,,N.A.,,,,,,,"6,57",,,,,,,,,,,,,,,,,,,,,,6.4,,,"<2,5",
01/04/2018,CJ40S,11/04/2018 07:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,21",,,"<1,07",,,,,,,<1,,"36,6",,,82,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,1.8,,,,,,,,,,,,,"2,00",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,177",,,,,,,,,,,,,,"0,21",,,,,,"0,7",,,,,,,,,,,,,,,,7.25,,,,,,,,,,,,,,,,,127.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"42,4",,<11,"50,0",,,,,,,,22.7,"19,8",,,,,,,,,,,,,,,,,,,,"30,6",,,,,,,,,,,,,,,,,,,,,,8.03,,,"<2,5",
01/04/2018,GF050S,11/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,44",,,"<1,07",,,,,,,180000,,"32,2",,,101,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,0.9,,,,,,,,,,,,,"2,13",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,189",,,,,,,,,,,,,,"0,21",,,,,,"0,6",,,,,,,,,,,,,,,,7.33,,,,,,,,,,,,,,,,,121.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"62,0",,<11,"67,0",,,,,,,,23.4,"24,9",,,,,,,,,,,,,,,,,,,,"29,3",,,,,,,,,,,,,,,,,,,,,,6.74,,,"<2,5",
01/04/2018,GF060S,11/04/2018 01:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,48",,,"<1,07",,,,,,,7700,,"49,2",,,85,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,2.0,,,,,,,,,,,,,"2,64",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,335",,,,,,,,,,,,,,"0,19",,,,,,"0,5",,,,,,,,,,,,,,,,6.33,,,,,,,,,,,,,,,,,69.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"44,8",,<11,"56,0",,,,,,,,24.5,"24,2",,,,,,,,,,,,,,,,,,,,"25,1",,,,,,,,,,,,,,,,,,,,,,7.32,,,"<2,5",
01/04/2018,GF070S,11/04/2018 02:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,53",,,"<1,07",,,,,,,2300,,"47,5",,,80,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,1.6,,,,,,,,,,,,,"1,80",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,110",,,,,,,,,,,,,,"0,23",,,,,,"1,0",,,,,,,,,,,,,,,,6.45,,,,,,,,,,,,,,,,,133.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"43,2",,<11,"52,0",,,,,,,,"24,9","25,6",,,,,,,,,,,,,,,,,,,,"23,4",,,,,,,,,,,,,,,,,,,,,,7.3,,,"<2,5",
01/04/2018,GF080S,11/04/2018 03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,53",,,"<1,07",,,,,,,1300,,"30,8",,,83,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,0.5,,,,,,,,,,,,,"1,59",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,074",,,,,,,,,,,,,,"0,23",,,,,,"0,3",,,,,,,,,,,,,,,,7.47,,,,,,,,,,,,,,,,,154.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"42,8",,<11,"48,0",,,,,,,,24.2,"26,7",,,,,,,,,,,,,,,,,,,,"21,5",,,,,,,,,,,,,,,,,,,,,,7.47,,,"<2,5",
01/04/2018,LG01S,24/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,40,,"15,0",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,96",,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,"0,02",,,,,,"<0,05",,,,,,,,,,,,,,,,"6,60",,,,,,,,,,,,,,,,,131,,,,,"0,2000",,,,,<1,,"<0,3",,,,<11,,<11,"11,0",,,,,,,,"27,0","20,7",,,,,,,,,,,,,,,,,,,,"5,84",,,,,,,,,,,,,,,,,,,,,,"8,00",53.76,,"<2,5",
01/04/2018,LG02S,24/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,65,,"13,0",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,"0,02",,,,,,"0,1",,,,,,,,,,,,,,,,"4,67",,,,,,,,,,,,,,,,,149,,,,,"0,2000",,,,,<1,,"<0,3",,,,<11,,<11,<11,,,,,,,,"27,5","22,0",,,,,,,,,,,,,,,,,,,,"4,75",,,,,,,,,,,,,,,,,,,,,,"7,55",53.76,,"<2,5",
01/04/2018,MT01S,25/04/2018 01:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,53000,,116,,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,"0,88",,,,,,,,,"0,15","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,053",,,,,,,,,,,,,"0,10",,,,,,"5,3",,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,58.0,,,,,N.A.,,,,,"3,22",,"0,62",,,,"55,0",,<11,"59,0",,,,,,,,30.0,"25,0",,,,,,,,,,,,,,,,,,,,"6,30",,,,,,,,,,,,,,,,,,,,,,7.5,,,"<2,5",
01/04/2018,MT02S,25/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,61000,,127,,,,,,,,,,,,,,,"3,88",,,,,,,,,,,,,,N.A.,,,,,,,,,,,,,"1,15",,,,,,,,,"0,22","0,06",,,,,,,,,,,,,,,,,,,,,,,"0,081",,,,,,,,,,,,,"0,20",,,,,,"5,2",,,,,,,,,,,,,,,,"6,78",,,,,,,,,,,,,,,,,"20,0",,,,,N.A.,,,,,"3,06",,"0,42",,,,"47,5",,"16,5","64,0",,,,,,,,30.0,"24,0",,,,,,,,,,,,,,,,,,,,"12,4",,,,,,,,,,,,,,,,,,,,,,"8,32",,,"<2,5",
01/04/2018,PÇ010S,25/04/2018 04:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,260,,"17,0",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,"1,01",,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,037",,,,,,,,,,,,,"<0,02",,,,,,"<0,05",,,,,,,,,,,,,,,,6.05,,,,,,,,,,,,,,,,,85.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"13,4",,<11,"21,0",,,,,,,,25.0,"21,9",,,,,,,,,,,,,,,,,,,,"7,45",,,,,,,,,,,,,,,,,,,,,,9.01,,,"<2,5",
01/04/2018,PÇ020S,25/04/2018 05:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,215,,"15,0",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,"0,79",,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,032",,,,,,,,,,,,,"<0,02",,,,,,"<0,05",,,,,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,,,41.0,,,,,N.A.,,,,,<1,,"<0,3",,,,<11,,<11,"20,0",,,,,,,,25.0,"21,7",,,,,,,,,,,,,,,,,,,,"8,12",,,,,,,,,,,,,,,,,,,,,,9.46,,,"<2,5",
01/04/2018,SL010S,26/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,340,,"47,0",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,"1,75",,,,,,,,,"0,03","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,068",,,,,,,,,,,,,"0,07",,,,,,"0,1",,,,,,,,,,,,,,,,6.09,,,,,,,,,,,,,,,,,22.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"26,0",,"42,6","69,0",,,,,,,,29.5,"24,2",,,,,,,,,,,,,,,,,,,,"70,9",,,,,,,,,,,,,,,,,,,,,,7.46,,,"<2,5",
01/04/2018,SL020S,26/04/2018 01:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,405,,"47,0",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,"1,98",,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,077",,,,,,,,,,,,,"0,07",,,,,,"0,1",,,,,,,,,,,,,,,,6.64,,,,,,,,,,,,,,,,,103.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"29,0",,"11,8","41,0",,,,,,,,30.0,"24,5",,,,,,,,,,,,,,,,,,,,"25,7",,,,,,,,,,,,,,,,,,,,,,7.36,,,"<2,5",
01/04/2018,SMO010S,27/04/2018 11:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,130,,"67,0",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,"0,51",,,,,,,,,"0,03","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,057",,,,,,,,,,,,,"0,07",,,,,,"0,1",,,,,,,,,,,,,,,,6.21,,,,,,,,,,,,,,,,,63.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"32,0",,"11,0","43,0",,,,,,,,29.0,"23,9",,,,,,,,,,,,,,,,,,,,"32,1",,,,,,,,,,,,,,,,,,,,,,8.68,,,"15,5",
01/04/2018,SMO020S,27/04/2018 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,300,,"68,0",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,"1,82",,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,037",,,,,,,,,,,,,"0,08",,,,,,"0,1",,,,,,,,,,,,,,,,7.73,,,,,,,,,,,,,,,,,96.0,,,,,N.A.,,,,,<1,,"<0,3",,,,"51,5",,<11,"61,0",,,,,,,,29.0,"23,3",,,,,,,,,,,,,,,,,,,,"25,3",,,,,,,,,,,,,,,,,,,,,,7.93,,,"<2,5",
01/04/2018,SS100F,11/04/2018 11:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"4,25",,,,,,,,,,,,,,,,,121,,,,,"11,0",,,,,,,,,,,"35,7",,<11,"36,0",,,,,,,,,"27,9",,,,,,,,,,,,,,,,,,,,"7,49",,,,,,,,,,,,,,,,,,,,,,"6,82",,,,
01/04/2018,SS100S,11/04/2018 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,,,"55,0",,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"6,85",,,,,,,,,,,,,,,,,119,,,,,"0,2000",,,,,,,,,,,"48,0",,<11,"48,0",,,,,,,,"30,0","29,0",,,,,,,,,,,,,"1,80",,,,,,,"10,7",,,,,,,,,,,,,,,,,,,,,,"6,90",,,,
01/04/2018,SS100ZF,11/04/2018 11:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,"6,80",,,,,,,,,,,,,,,,,108,,,,,"2,70",,,,,,,,,,,"33,3",,<11,"36,0",,,,,,,,,"28,0",,,,,,,,,,,,,,,,,,,,"6,48",,,,,,,,,,,,,,,,,,,,,,"6,85",,,,
