id_campanha,ponto,data,1-Bromo-4-flurbenzeno,"2,4-D",2-Fluorobifenilo (Surrogate),2-Metilnaftaleno,Acenafteno,Acenaftileno,Acidez Total,Alaclor,Alcalinidade Total,Alcalinidade de Bicarbonato,Aldicarbe + Aldicarbe Sulfona + Aldicarbe Sulfóxido,Aldrin,Aldrin e Dieldrin,Aldrin+Dieldrin,Alumínio Total,Alumínio dissolvido,Ametrina,Amônia,Antraceno,Arsênio,Atrazina,"Atrazina + S-Clorotriazinas (DEA, DIA, DACT)",Benzeno,Benzo(a)antraceno,Benzo(a)pireno,Boro Total,Bário Total,Carbendazim,Carbofurano,Ceriodaphnia dubia,Chumbo,Cianeto Livre,Ciproconazol,Cis-Clordano,Clordano (Isômeros),Cloreto,Cloreto Dissolvido,Cloro Residual Total,Clorofila a,Clorotalonil,Clorpirifós + Clorpirifos-oxon,Cobalto Dissolvido,Cobalto Total,Cobre Dissolvido,Cobre total,Coliformes Termotolerantes,Coliformes Totais,Condutividade Elétrica,Condutividade Elétrica (In situ),Cor Aparente,Cor Verdadeira,Criseno,Cromo,Cádmio,Cálcio Dissolvido,Cálcio Total,Cálcio total,DDD(Isomeros),DDE(Isomeros),DDT(Isomeros),"DDT(p,p-DDT, p,p-DDD, p,p-DDE)",Decano(C10),Demanda Bioquímica de Oxigênio,Demanda Química de Oxigênio,Densidade de Cianobactérias,"Dibenzo(a,h)antraceno",Dieldrin,Difenoconazol,Dimetoato + ometoato,Diuron,Docosano (C22),Dodecano(C12),Dotriacontano(C32),Dureza Cálcio,Dureza total,Déficit de OD de acordo com mg/L,Déficit de oxigênio dissolvido,Eicosano(C20),"Endosulfan (a, b, sulfato)",Endosulfan sulfato,Endrin,Enterococos/Estreptococos,Epoxiconazol,Escherichia coli,Estanho Total,Etilbenzeno,Fenantreno,Fenóis,Feoftina,Ferro Dissolvido,Ferro Total,Fipronil,Fitano(C20),Fluoranteno,Fluoreno,Fluoreto,Flutriafol,Fosfato,Fósforo Total,Fósforo Total Dissolvido,Glifosato,Glifosato + AMPA,Gution,Heneicosano(C21),Hentriacontano(C31),Heptacloro,Heptacloro + Heptacloro Epóxido,Heptacosano(C27),Heptadecano(C17),Heptatriacontano(C37),Hexaclorobenzeno,Hexacosano(C26),Hexadecano(C16),Hexatriacontano(C36),Hidroxi-Atrazina,Lindano (gama-BHC),M-Paration,Magnésio Dissolvido,Magnésio Total,Malation,Mancozebe + ETU,Manganês Dissolvido,Manganês Total,Material Flutuante,Mercúrio,Metamidofós + Acefato,Metolaclor,Metolacloro,Metoxicloro,Metribuzim,Mirex (Dodecacloropentaciclodecano),Molibdênio Total,Molinato,Naftaleno,Nitrato,Nitrato (N),Nitrito,Nitrito (N),Nitrogênio Amoniacal,Nitrogênio Inorgânico,Nitrogênio Orgânico,Nitrogênio Total,Nitrogênio Total Kjeldahl,Nonacosano(C29),Nonadecano(C19),Nonano(C9),Nonatriacontano(C39),Níquel Dissolvido,Níquel Total,Nível de Água,Octacosano(C28),Octadecano(C18),Octano(C8),Octatriacontano(C38),Ortofosfato,Ortofosfato (P) Dissolvido,Ortofosfato (P) Total,Oxigênio dissolvido,P-Terfenil-d14 (Surrogate),PCB-101,PCB-118,PCB-138,PCB-153,PCB-180,PCB-28,PCB-52,PCBs,Paraquate,Pentacosano(C25),Pentadecano(C15),Pentatriacontano(C35),Picloram,Pireno,Potencial Redox,Potencial redox,Potássio Dissolvido,Potássio Total,Pristano(C19),Profenofós,Profundidade,Propargito,Protioconazol + ProticonazolDestio,Salinidade,Simazina,Sulfato,Sulfeto,Surfactantes Aniônicos,Sílica Dissolvido,Sódio Dissolvido,Sódio Total,Sólidos Dissolvidos Totais,Sólidos Sedimentáveis,Sólidos Suspensos Totais,Sólidos Totais,TPH Faixa Diesel (C14-C20),TPH Faixa Gasolina (C8-C11),TPH Faixa Querosene (C11-C14),TPH Faixa Óleos Lubrificantes (C20-C40),TPH Totais,Tebuconazol,Temperatura Ambiente,Temperatura ar,Temperatura da água,Tempo,Terbufós,Tetracontano(C40),Tetracosano(C24),Tetradecano(C14),Tetratriacontano(C34),Tiametoxam,Tiodicarbe,Tiram,Titânio Total,Tolueno,Trans-Clordano,Transparência,Triacontano(C30),Tricosano(C23),Tridecano(C13),Trifluralina,Trihalometanos,Tritriacontano(C33),Turbidez,Undecano(C11),Vanádio Total,Vazão,Xilenos,Zinco,a-BHC,a-Endosulfan,b-BHC,b-Endosulfan,d-BHC (Lindano),g-BHC (Lindano),m+p-Xileno,"o,p-DDD","o,p-DDE","o,p-DDT",o-Xileno,"p,p-DDD","p,p-DDE","p,p-DDT","p,p-DDT+p,p-DDE+p,p-DDD",p-Terfenil-d14 (Surrogate),pH,Índice de Estado Trófico - IET,Índice de Qualidade das Águas - IQA,Óleos e Graxas,Última Chuva
01/08/2016,TM30S,24/08/2016 02:08,,,,,,,,,"30,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,<1,,74.0,,,13,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,1",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,"0,16",,,,,,"0,5",,,,,,,,,,,,,,,,7.21,,,,,,,,,,,,,,,,,169.0,,,,,0.2,,,,,"1,44","<0,002","<0,3",,,,"49,5",,<11,"49,0",,,,,,,,29.8,26.1,,,,,,,,,,,,,1.5,,,,,,,"6,20",,,,,,,,,,,,,,,,,,,,,,8.06,,,"<2,5",
01/08/2016,TM30ZF,24/08/2016 02:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03,,,,,,,,,,,,,,,,,172.0,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,29.8,26.2,,,,,,,,,,,,,,,,,,,,"8,25",,,,,,,,,,,,,,,,,,,,,,7.87,,,,
01/08/2016,TM35F,25/08/2016 04:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96,,,,,,,,,,,,,,,,,196.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,31.2,25.1,,,,,,,,,,,,,,,,,,,,"5,16",,,,,,,,,,,,,,,,,,,,,,7.01,,,,
01/08/2016,TM35S,25/08/2016 04:08,,,,,,,,,"29,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,<1,,73.0,,,<10,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,1",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,"0,11",,,,,,"0,4",,,,,,,,,,,,,,,,7.06,,,,,,,,,,,,,,,,,148.0,,,,,0.2,,,,,"1,32","<0,002","<0,3",,,,"52,0",,<11,"52,0",,,,,,,,31.2,26.6,,,,,,,,,,,,,2.0,,,,,,,"3,40",,,,,,,,,,,,,,,,,,,,,,8.51,,,"<2,5",
01/08/2016,TM35ZF,25/08/2016 04:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82,,,,,,,,,,,,,,,,,153.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,31.2,26.1,,,,,,,,,,,,,,,,,,,,"10,0",,,,,,,,,,,,,,,,,,,,,,7.93,,,,
01/08/2016,TM40F,23/08/2016 08:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,240.9,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,24.4,24.7,,,,,,,,,,,,,,,,,,,,"3,39",,,,,,,,,,,,,,,,,,,,,,6.06,,,,
01/08/2016,TM40S,23/08/2016 08:08,,,,,,,,,"30,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,<1,,65.0,,,<10,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,1",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,"0,29",,,,,,"0,6",,,,,,,,,,,,,,,,6.24,,,,,,,,,,,,,,,,,162.3,,,,,0.2,,,,,"1,99","<0,002","<0,3",,,,"69,0",,<11,"69,0",,,,,,,,24.4,25.9,,,,,,,,,,,,,4.5,,,,,,,"1,79",,,,,,,,,,,,,,,,,,,,,,7.7,,,"<2,5",
01/08/2016,TM40ZF,23/08/2016 08:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,,,,,,,,,,,,,,,,,170.7,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,24.4,26.1,,,,,,,,,,,,,,,,,,,,"32,4",,,,,,,,,,,,,,,,,,,,,,7.52,,,,
01/08/2016,TM45S,23/08/2016 12:08,,,,,,,,,"29,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,24,,79.0,,,<10,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,1",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,"0,73",,,,,,"1,1",,,,,,,,,,,,,,,,8.02,,,,,,,,,,,,,,,,,119.0,,,,,0.2,,,,,"1,89","<0,002","<0,3",,,,"41,0",,<11,"41,0",,,,,,,,30.2,24.9,,,,,,,,,,,,,,,,,,,,"46,4",,,,,,,,,,,,,,,,,,,,,,8.08,,,"<2,5",
01/08/2016,TM50S,23/08/2016 01:08,,,,,,,,,"29,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,14",,,,,,,12,,75.0,,,<10,,,,,,,,,,,,<3,<26,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,1",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,"0,32",,,,,,"0,7",,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,124.0,,,,,0.2,,,,,"5,59","<0,002","<0,3",,,,"44,0",,<11,"44,0",,,,,,,,32.4,26.3,,,,,,,,,,,,,,,,,,,,"6,19",,,,,,,,,,,,,,,,,,,,,,8.18,,,"<2,5",
01/08/2016,TM55S,23/08/2016 10:08,,,,,,,,,"36,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,,,6,,71.0,,,<10,,,,,,,,,,,,"3,63",<26,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,1",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,"<0,02",,,,,,"0,4",,,,,,,,,,,,,,,,7.63,,,,,,,,,,,,,,,,,141.0,,,,,0.2,,,,,<1,"<0,002","<0,3",,,,"63,0",,<11,"63,0",,,,,,,,29.9,24.1,,,,,,,,,,,,,,,,,,,,"4,55",,,,,,,,,,,,,,,,,,,,,,8.02,,,"<2,5",
01/08/2016,TR001S,30/08/2016 03:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<2,67",,,,,,,216,,31.0,,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,01",,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,10",,,,,,,,,,,,,"0,36",,,,,,"0,8",,,,,,,,,,,,,,,,4.43,,,,,,,,,,,,,,,,,19.0,,,,,0.2,,,,,<1,,"<0,3",,,,"57,0",,<11,"65,0",,,,,,,,23.2,22.7,,,,,,,,,,,,,,,,,,,,"14,4",,,,,,,,,,,,,,,,,,,,,,7.41,,,"<2,5",
01/08/2016,TR003S,30/08/2016 01:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,29.0,,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,16",,,,,,"0,7",,,,,,,,,,,,,,,,8.63,,,,,,,,,,,,,,,,,175.0,,,,,0.2,,,,,,,,,,,"33,0",,<11,"37,0",,,,,,,,22.8,22.1,,,,,,,,,,,,,,,,,,,,"6,02",,,,,,,,,,,,,,,,,,,,,,7.11,,,"<2,5",
01/08/2016,TR004S,30/08/2016 12:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<2,67",,,,,,,35,,31.0,,,,,,,,,,,,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,39",,,,,,,,,"<0,02","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,03",,,,,,,,,,,,,"0,34",,,,,,"0,6",,,,,,,,,,,,,,,,9.24,,,,,,,,,,,,,,,,,159.0,,,,,0.2,,,,,<1,,"<0,3",,,,"23,0",,<11,"31,0",,,,,,,,22.8,22.5,,,,,,,,,,,,,,,,,,,,"7,37",,,,,,,,,,,,,,,,,,,,,,7.65,,,"<2,5",
01/08/2016,VG005S,15/08/2016 09:08,,,,,,,,,"19,7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,30",,,,,,,,,,<1,,57.1,,,<10,,,,,,,,,,,,<3,<26,,,,,,,,,,"9,86","16,5",,,,,,,,,,,,,,"<0,75","<0,1","<0,1",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,35",,,"<0,06","0,4","0,09","0,5",,,,,,,,,,,,,,,"<0,01",7.17,,,,,,,,,,,,,,,,,"172,5",,"2,54",,,0.2,,,,,"1,06",,"<0,3",,,,"45,0",,<11,"52,0",,,,,,,,27.8,22.4,,,,,,,,,,,,,,,,,,,,"1,66",,,,,,,,,,,,,,,,,,,,,,7.67,,,"<2,5",
01/08/2016,VG011F,15/08/2016 09:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,7.56,,,,,,,,,,,,,,,,,"185,2",,,,,3.0,,,,,"1,04",,,,,,"47,3",,<11,"51,0",,,,,,,,28.3,21.3,,,,,,,,,,,,,,,,,,,,"1,43",,,,,,,,,,,,,,,,,,,,,,7.15,,,,
01/08/2016,VG011S,15/08/2016 09:08,,,,,,,,,"19,9",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,08",,,"<1,07",,,,,,,50,,51.2,,,<10,,,,,,,,,,,,<3,<26,,,,,,,,,,"10,7","17,4",,,,,,,,,,,,,,"4,38","<0,1","<0,1",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,20",,,"0,08","0,3","0,10","0,4",,,,,,,,,,,,,,,"<0,01",7.98,,,,,,,,,,,,,,,,,"203,7",,"2,55",,,0.2,,,,,"1,15",,"<0,3",,,,"42,0",,<11,"42,0",,,,,,,,28.3,21.9,,,,,,,,,,,,,2.0,,,,,,,"1,27",,,,,,,,,,,,,,,,,,,,,,7.31,,,"<2,5",
01/08/2016,VG070F,15/08/2016 10:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,158.0,,,,,16.0,,,,,"1,14",,,,,,"46,0",,<11,"47,0",,,,,,,,28.5,22.1,,,,,,,,,,,,,,,,,,,,"1,56",,,,,,,,,,,,,,,,,,,,,,7.4,,,,
01/08/2016,VG070S,15/08/2016 10:08,,,,,,,,,"19,8",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,63",,,"<1,07",,,,,,,<1,,52.2,,,<10,,,,,,,,,,,,<3,<26,,,,,,,,,,"9,19","15,5",,,,,,,,,,,,,,"<0,75","<0,1","<0,1",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,21",,,"<0,06","0,3","0,07","0,3",,,,,,,,,,,,,,,"<0,01",8.64,,,,,,,,,,,,,,,,,163.0,,"2,40",,,0.2,,,,,"1,09",,"<0,3",,,,"41,0",,<11,"42,0",,,,,,,,28.5,22.8,,,,,,,,,,,,,4.0,,,,,,,"2,13",,,,,,,,,,,,,,,,,,,,,,7.75,,,"<2,5",
01/08/2016,VG070ZF,15/08/2016 10:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,151.0,,,,,6.0,,,,,"1,33",,,,,,"51,5",,<11,"52,0",,,,,,,,28.5,22.5,,,,,,,,,,,,,,,,,,,,"1,53",,,,,,,,,,,,,,,,,,,,,,7.53,,,,
01/08/2016,VG143F,15/08/2016 11:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,7",,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,183.0,,,,,19.0,,,,,"1,20",,,,,,"34,8",,<11,"43,0",,,,,,,,28.9,22.0,,,,,,,,,,,,,,,,,,,,"1,41",,,,,,,,,,,,,,,,,,,,,,6.89,,,,
01/08/2016,VG143S,15/08/2016 11:08,,,,,,,,,"19,9",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,79",,,"<1,07",,,,,,,<1,,52.0,,,<10,,,,,,,,,,,,<3,<26,,,,,,,,,,"9,91","16,4",,,,,,,,,,,,,,"<0,75","<0,1","<0,1",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,20",,,"0,18","0,4","0,09","0,5",,,,,,,,,,,,,,,"<0,01",8.41,,,,,,,,,,,,,,,,,"190,7",,"2,44",,,0.2,,,,,"1,13",,"<0,3",,,,"30,0",,<11,"31,0",,,,,,,,28.9,22.9,,,,,,,,,,,,,5.0,,,,,,,"1,95",,,,,,,,,,,,,,,,,,,,,,7.27,,,"<2,5",
01/08/2016,VG143ZF,15/08/2016 11:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,7.69,,,,,,,,,,,,,,,,,176.0,,,,,6.75,,,,,<1,,,,,,"49,0",,<11,"49,0",,,,,,,,28.9,22.6,,,,,,,,,,,,,,,,,,,,"1,92",,,,,,,,,,,,,,,,,,,,,,7.15,,,,
01/08/2016,VG155F,15/08/2016 01:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,7.55,,,,,,,,,,,,,,,,,"192,8",,,,,4.0,,,,,"1,15",,,,,,"49,0",,<11,"49,0",,,,,,,,29.8,21.9,,,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,,7.38,,,,
01/08/2016,VG155S,15/08/2016 01:08,,,,,,,,,"20,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,80",,,"<1,07",,,,,,,<1,,51.8,,,<10,,,,,,,,,,,,<3,<26,,,,,,,,,,"10,1","17,0",,,,,,,,,,,,,,"1,82","<0,1","<0,1",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,22",,,"<0,06","0,2","0,13","0,4",,,,,,,,,,,,,,,"<0,01",8.02,,,,,,,,,,,,,,,,,235.0,,"2,48",,,0.2,,,,,"1,15",,"<0,3",,,,"51,8",,<11,"52,0",,,,,,,,29.8,23.0,,,,,,,,,,,,,3.0,,,,,,,"1,25",,,,,,,,,,,,,,,,,,,,,,7.57,,,"<2,5",
01/08/2016,VG172S,09/08/2016 02:08,,,,,,,,,"18,3",,,,,,,,,,,,,,,,,,,,,,,,,,,"4,18",,,"<1,07",,,,,,,21,,60.7,,,<10,,,,,,,,,,,,"3,44",<26,,,,,,,,,,"8,64","14,3",,,,,,,,,,,,,,"1,82","0,20","<0,1",,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,12",,,"<0,06","0,2","0,07","0,2",,,,,,,,,,,,,,,"<0,01",8.59,,,,,,,,,,,,,,,,,36.0,,"2,01",,,0.2,,,,,<1,,"<0,3",,,,"38,0",,<11,"38,0",,,,,,,,27.7,23.5,,,,,,,,,,,,,"N,A,",,,,,,,"2,02",,,,,,,,,,,,,,,,,,,,,,8.76,,,"<2,5",
01/08/2016,VIR03S,11/08/2016 03:08,,,,,,,,,"12,0",,,,,,"0,45",,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,"<0,009",,7,,39.8,,,,,,,,,,,,,,,<3,,,,,,,,,,,,"11,5",,1.5,,,,,,,,,,,"<0,002",,"0,62",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"0,32",,"0,04","0,89",,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,230.0,,,,,0.2,,,,,<1,"<0,002","<0,3",,,,"22,5",,,,,,,,,,,32.2,24.5,,,,,,,,,,,,,,,,,,,,"22,2",,,,,,,,,,,,,,,,,,,,,,6.91,,,"<2,5",
01/08/2016,VIR06S,12/08/2016 10:08,,,,,,,,,"10,3",,,,,,"<0,05",,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,"<0,009",,<1,,31.0,,,,,,,,,,,,,,,<3,,,,,,,,,,,,<2,,2.3,,,,,,,,,,,"<0,002",,"0,35",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,04",,,,,,,,,,,,,,"0,23",,"0,03","<0,06",,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,179.0,,,,,0.2,,,,,<1,"<0,002","<0,3",,,,"25,0",,,,,,,,,,,24.8,22.6,,,,,,,,,,,,,,,,,,,,"2,43",,,,,,,,,,,,,,,,,,,,,,7.3,,,"<2,5",
01/08/2016,VIR08S,12/08/2016 11:08,,,,,,,,,"14,4",,,,,,"0,11",,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,"<0,009",,160,,43.2,,,,,,,,,,,,,,,<3,,,,,,,,,,,,"18,1",,2.4,,,,,,,,,,,"<0,002",,"2,26",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,12",,,,,,,,,,,,,,"<0,02",,"<0,02","0,10",,,,,,,,,,,,,,,,,,,6.15,,,,,,,,,,,,,,,,,147.0,,,,,0.2,,,,,<1,"<0,002","<0,3",,,,"38,5",,,,,,,,,,,24.5,22.3,,,,,,,,,,,,,,,,,,,,"5,12",,,,,,,,,,,,,,,,,,,,,,6.69,,,"<2,5",
01/08/2016,VIR09S,12/08/2016 10:08,,,,,,,,,"44,6",,,,,,"0,24",,,,,,,,,,,,,,,,,,,,,,,,"3,20",,,,,"<0,009",,7,,82.5,,,,,,,,,,,,,,,<3,,,,,,,,,,,,"45,8",,,,,,,,,,,,,"<0,002",,"2,00",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,57",,,,,,,,,,,,,,"0,19",,"<0,02","0,65",,,,,,,,,,,,,,,,,,,6.11,,,,,,,,,,,,,,,,,84.0,,,,,0.2,,,,,<1,"<0,002","<0,3",,,,"62,0",,,,,,,,,,,24.8,24.2,,,,,,,,,,,,,,,,,,,,"17,3",,,,,,,,,,,,,,,,,,,,,,6.38,,,"<2,5",
01/08/2016,VIR105S,10/08/2016 10:08,,,,,,,,,"8,4",,,,,,"1,10",,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,"<0,009",,140,,35.2,,,,,,,,,,,,,,,"5,94",,,,,,,,,,,,"9,15",,2.1,,,,,,,,,,,"<0,002",,"1,34",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,12",,,,,,,,,,,,,,"0,25",,"<0,02","0,19",,,,,,,,,,,,,,,,,,,6.17,,,,,,,,,,,,,,,,,177.0,,,,,0.2,,,,,<1,"<0,002","<0,3",,,,"15,0",,,,,,,,,,,26.7,24.3,,,,,,,,,,,,,,,,,,,,"42,2",,,,,,,,,,,,,,,,,,,,,,7.2,,,"<2,5",
01/08/2016,VIR10S,12/08/2016 12:08,,,,,,,,,"7,1",,,,,,"0,22",,,,,,,,,,,,,,,,,,,,,,,,"<1,07",,,,,"<0,009",,41,,41.3,,,,,,,,,,,,,,,<3,,,,,,,,,,,,"5,34",,1.9,,,,,,,,,,,"<0,002",,"0,35",,,,,,,,,"<0,02",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"1,63",,"<0,02","0,22",,,,,,,,,,,,,,,,,,,6.53,,,,,,,,,,,,,,,,,220.0,,,,,0.2,,,,,<1,"<0,002","<0,3",,,,"23,5",,,,,,,,,,,26.3,23.8,,,,,,,,,,,,,,,,,,,,"4,72",,,,,,,,,,,,,,,,,,,,,,6.69,,,"<2,5",
