PONTO,DATA,Clorofila a,Transparência da Água,Sólidos Dissolvidos,Sólidos Dissolvidos Totais,Sólidos Sedimentáveis,Sólidos Suspensos Totais,Sólidos Totais,Turbidez,Latitude,Longitude,B2,B3,B4,B5,B8,B11,NDCI,NDVI,FAI,MNDWI,B3_B2_ratio,B4_B3_ratio,B5_B4_ratio,Image_Date,Cloud_Percentage,Month,Season
CLA-ETE,2019-07-16,,,,44.0,9.0,16.0,26.0,19.9,-18.56789782716224,-51.11068187135282,220.0,412.0,249.0,243.0,618.0,298.0,-0.012195121951219513,0.42560553633217996,360.2888888888889,0.16056338028169015,1.8727272727272728,0.6043689320388349,0.9759036144578314,2019-06-30,0.005534,7,3
CLA-01,2019-10-05,0.1,2.0,,8.0,,,8.0,4.8,-18.40471469720768,-51.22287716980235,720.0,890.0,816.0,1156.0,575.0,539.0,0.1724137931034483,-0.1732566498921639,-191.7555555555556,0.2456263121063681,1.2361111111111112,0.9168539325842696,1.4166666666666667,2019-09-28,0.00358,10,4
CLA-02,2019-10-05,0.01,2.1,,9.0,,,,5.15,-18.478620867606217,-51.188607926708855,349.0,426.0,303.0,297.0,198.0,184.0,-0.01,-0.20958083832335328,-83.84444444444443,0.39672131147540984,1.2206303724928367,0.7112676056338029,0.9801980198019802,2019-09-28,0.00358,10,4
CLA-03,2019-10-05,0.0,1.3,,10.0,,,,4.8,-18.528218997966466,-51.15191904306638,338.0,412.0,255.0,226.0,153.0,103.0,-0.060291060291060294,-0.25,-74.97777777777779,0.6,1.2189349112426036,0.6189320388349514,0.8862745098039215,2019-09-28,0.00358,10,4
CLA-04,2019-10-05,0.31,1.4,,10.0,,,,4.4,-18.554869066877227,-51.12675459317855,327.0,462.0,469.0,497.0,250.0,262.0,0.028985507246376812,-0.3045897079276773,-182.2,0.27624309392265195,1.4128440366972477,1.0151515151515151,1.0597014925373134,2019-09-28,0.00358,10,4
CLA-05,2019-10-05,3.06,0.1,,252.0,,,,4.66,-18.55495622601502,-51.12622947820932,410.0,577.0,463.0,418.0,271.0,260.0,-0.0510783200908059,-0.2615803814713896,-155.9111111111111,0.37873357228195936,1.4073170731707316,0.8024263431542461,0.9028077753779697,2019-09-28,0.00358,10,4
CLA-06,2019-10-05,0.23,1.86,,17.0,,,,6.75,-18.56984252661672,-51.10807692400981,458.0,614.0,476.0,461.0,339.0,401.0,-0.016008537886873,-0.16809815950920245,-123.66666666666669,0.20985221674876847,1.3406113537117903,0.7752442996742671,0.9684873949579832,2019-09-28,0.00358,10,4
CLA-06B,2019-10-05,0.0,1.78,,12.0,,,,3.81,-18.580416304138197,-51.10538491999489,467.0,598.0,436.0,416.0,310.0,313.0,-0.023474178403755867,-0.16890080428954424,-104.13333333333333,0.31284302963776073,1.2805139186295502,0.7290969899665551,0.9541284403669725,2019-09-28,0.00358,10,4
CLA-07,2019-10-05,0.0,2.2,,11.0,,,,2.85,-18.64469238815568,-51.05218482324302,526.0,627.0,473.0,454.0,401.0,333.0,-0.020496224379719527,-0.08237986270022883,-47.111111111111086,0.30625,1.1920152091254752,0.7543859649122807,0.959830866807611,2019-09-28,0.00358,10,4
CLA-08,2019-10-05,0.0,1.6,,9.0,,,,2.36,-18.706763370925028,-51.008782838537705,552.0,694.0,583.0,548.0,543.0,437.0,-0.03094606542882405,-0.035523978685612786,-14.04444444444448,0.22723253757736517,1.2572463768115942,0.840057636887608,0.9399656946826758,2019-09-28,0.00358,10,4
CLA-08CS,2019-10-05,0.0,1.4,,10.0,,,,2.4,-18.658334892800493,-51.06757829218299,345.0,460.0,273.0,249.0,173.0,158.0,-0.04597701149425287,-0.2242152466367713,-79.55555555555554,0.4886731391585761,1.3333333333333333,0.5934782608695652,0.9120879120879121,2019-09-28,0.00358,10,4
CLA-09,2019-10-05,6.38,0.2,,8.0,,,,1.1,-18.732783800131944,-51.003284514940056,475.0,573.0,456.0,463.0,363.0,336.0,0.007616974972796518,-0.11355311355311355,-71.66666666666669,0.2607260726072607,1.2063157894736842,0.7958115183246073,1.0153508771929824,2019-09-28,0.00358,10,4
CLA-ETE,2019-10-05,,,,21.0,0.1,0.21,21.35,,-18.56789782716224,-51.11068187135282,433.0,586.0,473.0,451.0,381.0,419.0,-0.023809523809523808,-0.10772833723653395,-82.39999999999998,0.16616915422885573,1.3533487297921478,0.8071672354948806,0.9534883720930233,2019-09-28,0.00358,10,4
CLA-01,2020-01-02,0.1,0.5,,8.0,,,,16.68,-18.40471469720768,-51.22287716980235,1009.0,1330.0,1474.0,1988.0,940.0,635.0,0.14846909300982092,-0.2212096106048053,-384.84444444444443,0.35368956743002544,1.3181367690782952,1.1082706766917294,1.3487109905020354,2020-01-16,2.075938,1,1
CLA-02,2020-01-02,0.1,0.6,,7.0,,,,15.04,-18.478620867606217,-51.188607926708855,1108.0,1422.0,1334.0,1307.0,901.0,819.0,-0.010223400227186671,-0.19373601789709172,-341.44444444444434,0.26907630522088355,1.2833935018050542,0.9381153305203939,0.97976011994003,2020-01-16,2.075938,1,1
CLA-03,2020-01-02,0.1,0.7,,7.0,,,,14.06,-18.528218997966466,-51.15191904306638,1104.0,1410.0,1258.0,1244.0,859.0,848.0,-0.005595523581135092,-0.1884742560226736,-326.1111111111111,0.24889282550930025,1.2771739130434783,0.8921985815602836,0.9888712241653418,2020-01-16,2.075938,1,1
CLA-04,2020-01-02,0.01,0.2,,7.0,,,,31.08,-18.554869066877227,-51.12675459317855,593.0,934.0,968.0,847.0,482.0,276.0,-0.06666666666666667,-0.3351724137931035,-362.97777777777776,0.543801652892562,1.5750421585160201,1.0364025695931478,0.875,2020-01-16,2.075938,1,1
CLA-05,2020-01-02,0.01,0.2,,28.0,,,,12.72,-18.55495622601502,-51.12622947820932,540.0,902.0,949.0,841.0,428.0,265.0,-0.060335195530726256,-0.3783587509077705,-399.4,0.5458440445586975,1.6703703703703703,1.0521064301552105,0.8861959957850368,2020-01-16,2.075938,1,1
CLA-06,2020-01-02,0.01,27.6,,8.0,,,,29.27,-18.56984252661672,-51.10807692400981,1628.0,1996.0,1882.0,1789.0,1468.0,1329.0,-0.025333696540452193,-0.1235820895522388,-315.68888888888887,0.2006015037593985,1.2260442260442261,0.9428857715430862,0.9505844845908608,2020-01-16,2.075938,1,1
CLA-06B,2020-01-02,0.01,0.8,,7.0,,,,24.0,-18.580416304138197,-51.10538491999489,507.0,814.0,636.0,543.0,259.0,187.0,-0.07888040712468193,-0.4212290502793296,-297.1777777777778,0.6263736263736264,1.6055226824457594,0.7813267813267813,0.8537735849056604,2020-01-16,2.075938,1,1
CLA-07,2020-01-02,0.01,0.4,,9.0,,,,18.86,-18.64469238815568,-51.05218482324302,1736.0,2004.0,1766.0,1784.0,1524.0,1433.0,0.0050704225352112674,-0.07355623100303951,-182.79999999999995,0.16613325574629037,1.1543778801843319,0.8812375249500998,1.0101925254813138,2020-01-16,2.075938,1,1
CLA-08,2020-01-02,0.01,0.8,,3.0,,,,7.08,-18.706763370925028,-51.008782838537705,1738.0,1866.0,1686.0,1714.0,1556.0,1341.0,0.00823529411764706,-0.040098704503392965,-68.66666666666674,0.1637043966323667,1.0736478711162256,0.9035369774919614,1.0166073546856464,2020-01-16,2.075938,1,1
CLA-08CS,2020-01-02,0.01,0.8,,3.0,,,,7.08,-18.658334892800493,-51.06757829218299,934.0,1168.0,915.0,893.0,702.0,641.0,-0.012168141592920354,-0.13172541743970315,-164.2888888888889,0.29132117191818685,1.2505353319057815,0.7833904109589042,0.9759562841530055,2020-01-16,2.075938,1,1
CLA-09,2020-01-02,0.01,0.2,,6.0,,,,7.02,-18.732783800131944,-51.003284514940056,1190.0,1492.0,1446.0,1375.0,961.0,830.0,-0.025168380007089684,-0.20149563772330703,-375.4888888888888,0.285099052540913,1.253781512605042,0.9691689008042895,0.9508990318118948,2020-01-16,2.075938,1,1
CLA-ETE,2020-01-02,2.3,,,6.0,,,,146.2,-18.56789782716224,-51.11068187135282,477.0,780.0,672.0,600.0,436.0,294.0,-0.05660377358490566,-0.21299638989169675,-168.79999999999995,0.45251396648044695,1.6352201257861636,0.8615384615384616,0.8928571428571429,2020-01-16,2.075938,1,1
CLA-01,2020-04-01,0.001,,,11.0,,,,17.78,-18.40471469720768,-51.22287716980235,1458.0,1898.0,2288.0,2592.0,1228.0,483.0,0.06229508196721312,-0.3014789533560865,-739.1111111111111,0.5942881142377152,1.3017832647462277,1.2054794520547945,1.132867132867133,2020-04-10,0.00886,4,2
CLA-02,2020-04-01,0.001,,,12.0,,,,12.05,-18.478620867606217,-51.188607926708855,477.0,781.0,634.0,518.0,148.0,41.0,-0.10069444444444445,-0.6214833759590793,-380.5777777777778,0.9002433090024331,1.6373165618448637,0.8117797695262484,0.8170347003154574,2020-04-10,0.00886,4,2
CLA-03,2020-04-01,0.001,,,11.0,,,,10.92,-18.528218997966466,-51.15191904306638,442.0,725.0,561.0,451.0,115.0,34.0,-0.10869565217391304,-0.6597633136094675,-352.31111111111113,0.9104084321475626,1.6402714932126696,0.7737931034482759,0.803921568627451,2020-04-10,0.00886,4,2
CLA-04,2020-04-01,0.001,,,1.0,,,,56.01,-18.554869066877227,-51.12675459317855,464.0,778.0,808.0,673.0,283.0,125.0,-0.09115462525320729,-0.48120989917506873,-403.5777777777778,0.7231450719822813,1.6767241379310345,1.038560411311054,0.8329207920792079,2020-04-10,0.00886,4,2
CLA-05,2020-04-01,0.53,,,19.0,,,,7.4,-18.55495622601502,-51.12622947820932,471.0,801.0,805.0,670.0,230.0,84.0,-0.09152542372881356,-0.5555555555555556,-446.8222222222222,0.8101694915254237,1.7006369426751593,1.0049937578027466,0.8322981366459627,2020-04-10,0.00886,4,2
CLA-06,2020-04-01,0.001,,,8.0,,,,53.84,-18.56984252661672,-51.10807692400981,530.0,886.0,924.0,779.0,267.0,130.0,-0.08514386376981797,-0.5516372795969773,-515.8444444444444,0.7440944881889764,1.6716981132075472,1.0428893905191874,0.8430735930735931,2020-04-10,0.00886,4,2
CLA-06B,2020-04-01,0.78,,,9.0,,,,17.92,-18.580416304138197,-51.10538491999489,446.0,756.0,605.0,504.0,130.0,56.0,-0.09107303877366997,-0.6462585034013606,-377.4,0.8620689655172413,1.695067264573991,0.8002645502645502,0.8330578512396695,2020-04-10,0.00886,4,2
CLA-07,2020-04-01,0.001,,,10.0,,,,12.04,-18.64469238815568,-51.05218482324302,455.0,705.0,485.0,423.0,134.0,67.0,-0.06828193832599119,-0.567043618739903,-276.68888888888887,0.8264248704663213,1.5494505494505495,0.6879432624113475,0.8721649484536083,2020-04-10,0.00886,4,2
CLA-08,2020-04-01,0.001,,,10.0,,,,9.82,-18.706763370925028,-51.008782838537705,464.0,760.0,565.0,455.0,199.0,75.0,-0.10784313725490197,-0.4790575916230366,-278.8888888888889,0.8203592814371258,1.6379310344827587,0.743421052631579,0.8053097345132744,2020-04-10,0.00886,4,2
CLA-08CS,2020-04-01,0.001,,,9.0,,,,9.12,-18.658334892800493,-51.06757829218299,431.0,653.0,399.0,395.0,96.0,57.0,-0.005037783375314861,-0.6121212121212121,-242.2,0.8394366197183099,1.5150812064965198,0.6110260336906586,0.9899749373433584,2020-04-10,0.00886,4,2
CLA-09,2020-04-01,0.001,,,9.0,,,,9.78,-18.732783800131944,-51.003284514940056,570.0,929.0,926.0,769.0,295.0,136.0,-0.09262536873156342,-0.5167895167895168,-490.55555555555554,0.7446009389671362,1.6298245614035087,0.9967707212055974,0.8304535637149028,2020-04-10,0.00886,4,2
CLA-ETE,2020-04-01,,,,24.0,,,,37.22,-18.56789782716224,-51.11068187135282,443.0,754.0,759.0,697.0,462.0,202.0,-0.042582417582417584,-0.24324324324324326,-197.97777777777776,0.5774058577405857,1.7020316027088036,1.006631299734748,0.9183135704874835,2020-04-10,0.00886,4,2
CLA-01,2020-07-15,0.4,1.6,,7.0,,,7.0,1.86,-18.40471469720768,-51.22287716980235,567.0,759.0,586.0,933.0,357.0,391.0,0.228439763001975,-0.24284199363732767,-194.33333333333337,0.32,1.3386243386243386,0.7720685111989459,1.5921501706484642,2020-08-13,0.00545,7,3
CLA-02,2020-07-15,0.55,1.5,,6.0,,,,2.12,-18.478620867606217,-51.188607926708855,348.0,502.0,308.0,243.0,154.0,108.0,-0.11796733212341198,-0.3333333333333333,-118.44444444444446,0.6459016393442623,1.4425287356321839,0.6135458167330677,0.788961038961039,2020-08-13,0.00545,7,3
CLA-03,2020-07-15,0.38,1.8,,8.0,,,,2.35,-18.528218997966466,-51.15191904306638,295.0,391.0,225.0,187.0,118.0,94.0,-0.09223300970873786,-0.3119533527696793,-83.71111111111111,0.6123711340206186,1.3254237288135593,0.5754475703324808,0.8311111111111111,2020-08-13,0.00545,7,3
CLA-04,2020-07-15,0.7,1.6,,10.0,,,,3.05,-18.554869066877227,-51.12675459317855,306.0,427.0,349.0,307.0,169.0,210.0,-0.06402439024390244,-0.3474903474903475,-155.2888888888889,0.34065934065934067,1.3954248366013071,0.8173302107728337,0.8796561604584527,2020-08-13,0.00545,7,3
CLA-05,2020-07-15,1.0,0.2,,18.0,,,,2.69,-18.55495622601502,-51.12622947820932,306.0,434.0,281.0,226.0,153.0,182.0,-0.10848126232741617,-0.29493087557603687,-110.39999999999998,0.4090909090909091,1.4183006535947713,0.6474654377880185,0.8042704626334519,2020-08-13,0.00545,7,3
CLA-06,2020-07-15,0.45,1.8,,9.0,,,,3.43,-18.56984252661672,-51.10807692400981,307.0,457.0,288.0,265.0,161.0,210.0,-0.04159132007233273,-0.2828507795100223,-113.13333333333333,0.37031484257871067,1.488599348534202,0.6301969365426696,0.9201388888888888,2020-08-13,0.00545,7,3
CLA-06B,2020-07-15,0.5,1.6,,9.0,,,,1.76,-18.580416304138197,-51.10538491999489,280.0,429.0,239.0,195.0,115.0,146.0,-0.10138248847926268,-0.3502824858757062,-107.46666666666667,0.49217391304347824,1.5321428571428573,0.5571095571095571,0.8158995815899581,2020-08-13,0.00545,7,3
CLA-07,2020-07-15,0.48,1.8,,10.0,,,,2.64,-18.64469238815568,-51.05218482324302,289.0,450.0,251.0,207.0,134.0,123.0,-0.09606986899563319,-0.3038961038961039,-94.24444444444444,0.5706806282722513,1.5570934256055364,0.5577777777777778,0.8247011952191236,2020-08-13,0.00545,7,3
CLA-08,2020-07-15,0.6,1.6,,9.0,,,,3.16,-18.706763370925028,-51.008782838537705,314.0,419.0,244.0,201.0,187.0,150.0,-0.09662921348314607,-0.13225058004640372,-40.28888888888889,0.4727592267135325,1.3343949044585988,0.5823389021479713,0.8237704918032787,2020-08-13,0.00545,7,3
CLA-08CS,2020-07-15,0.72,1.8,,8.0,,,,3.46,-18.658334892800493,-51.06757829218299,295.0,458.0,242.0,196.0,89.0,132.0,-0.1050228310502283,-0.4622356495468278,-133.44444444444446,0.5525423728813559,1.5525423728813559,0.5283842794759825,0.8099173553719008,2020-08-13,0.00545,7,3
CLA-09,2020-07-15,0.5,4.0,,6.0,,,,2.89,-18.732783800131944,-51.003284514940056,260.0,386.0,240.0,384.0,180.0,171.0,0.23076923076923078,-0.14285714285714285,-47.73333333333332,0.3859964093357271,1.4846153846153847,0.6217616580310881,1.6,2020-08-13,0.00545,7,3
CLA-ETE,2020-07-15,1.16,0.8,,19.0,,,,20.24,-18.56789782716224,-51.11068187135282,296.0,434.0,309.0,265.0,299.0,272.0,-0.07665505226480836,-0.01644736842105263,-3.422222222222217,0.22946175637393768,1.4662162162162162,0.7119815668202765,0.8576051779935275,2020-08-13,0.00545,7,3
CLA-01,2020-10-07,2.1,1.2,,9.0,,,,1.45,-18.40471469720768,-51.22287716980235,486.0,588.0,528.0,710.0,398.0,491.0,0.1470113085621971,-0.14038876889848811,-123.42222222222222,0.08989805375347544,1.2098765432098766,0.8979591836734694,1.3446969696969697,2020-09-12,0.005689,10,4
CLA-02,2020-10-07,2.34,2.4,,8.0,,,,2.15,-18.478620867606217,-51.188607926708855,418.0,544.0,426.0,398.0,329.0,326.0,-0.03398058252427184,-0.12847682119205298,-79.22222222222223,0.25057471264367814,1.3014354066985645,0.7830882352941176,0.9342723004694836,2020-09-12,0.005689,10,4
CLA-03,2020-10-07,2.41,2.0,,7.0,,,,2.21,-18.528218997966466,-51.15191904306638,435.0,544.0,418.0,413.0,309.0,306.0,-0.006016847172081829,-0.1499312242090784,-89.0888888888889,0.28,1.2505747126436781,0.7683823529411765,0.9880382775119617,2020-09-12,0.005689,10,4
CLA-04,2020-10-07,2.85,2.2,,11.0,,,,2.54,-18.554869066877227,-51.12675459317855,557.0,702.0,644.0,552.0,558.0,523.0,-0.07692307692307693,-0.07154742096505824,-64.48888888888894,0.14612244897959184,1.26032315978456,0.9173789173789174,0.8571428571428571,2020-09-12,0.005689,10,4
CLA-05,2020-10-07,1.5,0.1,,22.0,,,,2.54,-18.55495622601502,-51.12622947820932,415.0,532.0,422.0,369.0,327.0,384.0,-0.06700379266750948,-0.1268357810413885,-88.24444444444447,0.1615720524017467,1.2819277108433735,0.793233082706767,0.8744075829383886,2020-09-12,0.005689,10,4
