PONTO,DATA,Clorofila a,Transparência da Água,Sólidos Dissolvidos,Sólidos Dissolvidos Totais,Sólidos Sedimentáveis,Sólidos Suspensos Totais,Sólidos Totais,Turbidez,Latitude,Longitude,B2,B3,B4,B5,B8,B11,NDCI,NDVI,FAI,MNDWI,B3_B2_ratio,B4_B3_ratio,B5_B4_ratio,Image_Date,Cloud_Percentage,Month,Season
CLA-01,2019-01-22,0.7,0.8,,13.0,,,,22.4,-18.40471469720768,-51.22287716980235,1272.0,1760.0,2314.0,2763.0,1554.0,511.0,0.08843805396887926,-0.19648397104446744,-439.4666666666667,0.5499779832672831,1.3836477987421383,1.3147727272727272,1.1940363007778738,2019-01-31,0.474108,1,1
CLA-02,2019-01-22,1.3,0.7,,12.0,,,,18.2,-18.478620867606217,-51.188607926708855,462.0,827.0,662.0,566.0,197.0,70.0,-0.0781758957654723,-0.5413271245634459,-359.7555555555556,0.8439241917502787,1.79004329004329,0.8004836759371221,0.8549848942598187,2019-01-31,0.474108,1,1
CLA-03,2019-01-22,2.1,0.8,,9.0,,,,26.0,-18.528218997966466,-51.15191904306638,466.0,718.0,528.0,397.0,121.0,53.0,-0.14162162162162162,-0.6271186440677966,-322.55555555555554,0.8625162127107653,1.5407725321888412,0.7353760445682451,0.7518939393939394,2019-02-02,0.004515,1,1
CLA-04,2019-01-22,1.1,0.6,,11.0,,,,25.2,-18.554869066877227,-51.12675459317855,470.0,745.0,822.0,805.0,403.0,248.0,-0.010448678549477565,-0.3420408163265306,-316.9555555555555,0.500503524672709,1.5851063829787233,1.1033557046979865,0.9793187347931873,2019-02-02,0.004515,1,1
CLA-05,2019-01-22,4.8,0.6,,11.0,,,,25.2,-18.55495622601502,-51.12622947820932,541.0,897.0,1094.0,968.0,346.0,132.0,-0.061105722599418044,-0.5194444444444445,-576.9777777777778,0.7434402332361516,1.6580406654343807,1.2196209587513935,0.8848263254113345,2019-02-02,0.004515,1,1
CLA-06,2019-01-22,3.6,0.8,,6.0,,,,24.8,-18.56984252661672,-51.10807692400981,572.0,841.0,740.0,605.0,226.0,135.0,-0.10037174721189591,-0.5320910973084886,-406.44444444444446,0.7233606557377049,1.4702797202797202,0.8799048751486326,0.8175675675675675,2019-02-02,0.004515,1,1
CLA-06B,2019-01-22,2.1,0.9,,9.0,,,,16.0,-18.580416304138197,-51.10538491999489,549.0,809.0,658.0,531.0,142.0,74.0,-0.10681244743481917,-0.645,-412.1777777777778,0.8323895809739524,1.4735883424408014,0.8133498145859085,0.8069908814589666,2019-02-02,0.004515,1,1
CLA-07,2019-01-22,3.3,0.8,,8.0,,,,20.0,-18.64469238815568,-51.05218482324302,514.0,777.0,578.0,459.0,167.0,83.0,-0.11475409836065574,-0.5516778523489932,-323.0,0.8069767441860465,1.5116731517509727,0.7438867438867439,0.7941176470588235,2019-02-02,0.004515,1,1
CLA-08,2019-01-22,2.1,0.9,,5.0,,,,18.0,-18.706763370925028,-51.008782838537705,506.0,780.0,541.0,469.0,265.0,134.0,-0.07128712871287128,-0.3424317617866005,-203.64444444444445,0.7067833698030634,1.541501976284585,0.6935897435897436,0.866913123844732,2019-02-02,0.004515,1,1
CLA-08CS,2019-01-22,2.6,0.8,,9.0,,,,15.0,-18.658334892800493,-51.06757829218299,491.0,746.0,560.0,438.0,115.0,74.0,-0.12224448897795591,-0.6592592592592592,-358.6,0.8195121951219512,1.5193482688391038,0.7506702412868632,0.7821428571428571,2019-02-02,0.004515,1,1
CLA-09,2019-01-22,1.2,0.4,,10.0,,,,12.0,-18.732783800131944,-51.003284514940056,543.0,827.0,761.0,646.0,243.0,149.0,-0.08173418621179815,-0.5159362549800797,-409.20000000000005,0.694672131147541,1.5230202578268877,0.9201934703748489,0.8488830486202366,2019-02-02,0.004515,1,1
CLA-ETE,2019-01-22,,,,10.54,,,,18.0,-18.56789782716224,-51.11068187135282,478.0,719.0,602.0,637.0,862.0,324.0,0.02824858757062147,0.17759562841530055,309.4222222222222,0.37871524448705657,1.50418410041841,0.8372739916550765,1.058139534883721,2019-02-02,0.004515,1,1
CLA-01,2019-04-03,0.4,0.4,,17.0,,,,36.2,-18.40471469720768,-51.22287716980235,1398.0,1856.0,2248.0,2548.0,1238.0,428.0,0.06255212677231026,-0.2897303499713138,-686.4444444444443,0.6252189141856392,1.3276108726752505,1.2112068965517242,1.1334519572953736,2019-04-26,0.005403,4,2
CLA-02,2019-04-03,0.2,0.8,,16.0,,,,26.5,-18.478620867606217,-51.188607926708855,441.0,778.0,814.0,697.0,203.0,35.0,-0.07743216412971542,-0.6007866273352999,-472.5111111111112,0.9138991389913899,1.7641723356009071,1.0462724935732648,0.8562653562653563,2019-04-26,0.005403,4,2
CLA-03,2019-04-03,0.1,0.6,,15.0,,,,28.0,-18.528218997966466,-51.15191904306638,421.0,769.0,699.0,584.0,130.0,44.0,-0.08963367108339829,-0.6863691194209891,-452.55555555555554,0.8917589175891759,1.826603325415677,0.9089726918075423,0.8354792560801144,2019-04-26,0.005403,4,2
CLA-04,2019-04-03,0.3,0.7,,14.0,,,,25.0,-18.554869066877227,-51.12675459317855,462.0,829.0,1008.0,886.0,275.0,95.0,-0.06441393875395987,-0.5713172252533125,-570.6888888888889,0.7943722943722944,1.7943722943722944,1.2159227985524728,0.878968253968254,2019-04-26,0.005403,4,2
CLA-05,2019-04-03,0.1,0.1,,21.0,,,,35.0,-18.55495622601502,-51.12622947820932,472.0,837.0,1040.0,906.0,256.0,87.0,-0.06885919835560124,-0.6049382716049383,-614.5777777777778,0.8116883116883117,1.7733050847457628,1.2425328554360813,0.8711538461538462,2019-04-26,0.005403,4,2
CLA-06,2019-04-03,0.3,0.5,,14.0,,,,16.0,-18.56984252661672,-51.10807692400981,511.0,913.0,1092.0,974.0,293.0,102.0,-0.057115198451113264,-0.5768953068592058,-623.0,0.7990147783251231,1.786692759295499,1.1960569550930997,0.891941391941392,2019-04-26,0.005403,4,2
CLA-06B,2019-04-03,0.2,0.6,,14.0,,,,18.0,-18.580416304138197,-51.10538491999489,521.0,877.0,831.0,697.0,174.0,84.0,-0.08769633507853403,-0.6537313432835821,-524.2,0.8251821019771072,1.6833013435700577,0.9475484606613455,0.838748495788207,2019-04-26,0.005403,4,2
CLA-07,2019-04-03,0.1,1.0,,14.0,,,,20.0,-18.64469238815568,-51.05218482324302,417.0,673.0,445.0,331.0,124.0,70.0,-0.14690721649484537,-0.5641476274165202,-254.33333333333331,0.8115746971736204,1.6139088729016786,0.6612184249628529,0.7438202247191011,2019-04-26,0.005403,4,2
CLA-08,2019-04-03,0.2,1.6,,11.0,,,,20.0,-18.706763370925028,-51.008782838537705,434.0,662.0,393.0,324.0,139.0,75.0,-0.09623430962343096,-0.4774436090225564,-197.4666666666667,0.7964721845318861,1.5253456221198156,0.5936555891238671,0.8244274809160306,2019-04-26,0.005403,4,2
CLA-08CS,2019-04-03,0.3,0.8,,13.0,,,,22.0,-18.658334892800493,-51.06757829218299,413.0,656.0,488.0,403.0,134.0,112.0,-0.09539842873176206,-0.5691318327974276,-287.15555555555557,0.7083333333333334,1.5883777239709442,0.7439024390243902,0.8258196721311475,2019-04-26,0.005403,4,2
CLA-09,2019-04-03,0.0,0.3,,9.0,,,,12.0,-18.732783800131944,-51.003284514940056,560.0,975.0,1192.0,1041.0,339.0,126.0,-0.06762203313927452,-0.5571521881123449,-663.4888888888888,0.771117166212534,1.7410714285714286,1.2225641025641025,0.8733221476510067,2019-04-26,0.005403,4,2
CLA-ETE,2019-04-03,,,,10.5,1.0,6.0,16.5,38.0,-18.56789782716224,-51.11068187135282,401.0,743.0,793.0,913.0,868.0,249.0,0.07033997655334115,0.04515352197471403,171.7111111111111,0.49798387096774194,1.85286783042394,1.0672947510094213,1.1513240857503153,2019-04-26,0.005403,4,2
CLA-01,2019-07-10,0.2,1.1,,10.0,,,,3.82,-18.40471469720768,-51.22287716980235,1116.0,1644.0,1490.0,1626.0,675.0,335.0,0.043645699614890884,-0.37644341801385683,-609.6666666666667,0.6614451743304699,1.4731182795698925,0.9063260340632603,1.0912751677852348,2019-06-30,0.005534,7,3
CLA-02,2019-07-10,0.3,1.6,,9.0,,,,4.63,-18.478620867606217,-51.188607926708855,237.0,502.0,273.0,193.0,70.0,61.0,-0.17167381974248927,-0.5918367346938775,-165.3111111111111,0.783303730017762,2.1181434599156117,0.5438247011952191,0.706959706959707,2019-06-30,0.005534,7,3
CLA-03,2019-07-10,0.6,0.6,,7.0,,,,3.88,-18.528218997966466,-51.15191904306638,222.0,417.0,201.0,132.0,42.0,55.0,-0.2072072072072072,-0.654320987654321,-133.04444444444445,0.7669491525423728,1.8783783783783783,0.48201438848920863,0.6567164179104478,2019-06-30,0.005534,7,3
CLA-04,2019-07-16,0.8,1.1,,9.0,,,,4.16,-18.554869066877227,-51.12675459317855,255.0,461.0,318.0,216.0,129.0,160.0,-0.19101123595505617,-0.4228187919463087,-160.9111111111111,0.48470209339774556,1.807843137254902,0.6898047722342733,0.6792452830188679,2019-06-30,0.005534,7,3
CLA-05,2019-07-16,3.6,0.0,,6.1,,,,2.75,-18.55495622601502,-51.12622947820932,250.0,487.0,298.0,207.0,111.0,125.0,-0.1801980198019802,-0.4572127139364303,-156.24444444444447,0.5915032679738562,1.948,0.6119096509240246,0.6946308724832215,2019-06-30,0.005534,7,3
CLA-06,2019-07-16,0.3,1.4,,8.0,,,,3.99,-18.56984252661672,-51.10807692400981,258.0,487.0,246.0,181.0,90.0,126.0,-0.1522248243559719,-0.4642857142857143,-134.66666666666666,0.5889070146818923,1.8875968992248062,0.5051334702258727,0.7357723577235772,2019-06-30,0.005534,7,3
CLA-06B,2019-07-16,1.82,0.6,,14.0,,,,18.0,-18.580416304138197,-51.10538491999489,245.0,458.0,232.0,160.0,60.0,80.0,-0.1836734693877551,-0.589041095890411,-144.9777777777778,0.7026022304832714,1.8693877551020408,0.5065502183406113,0.6896551724137931,2019-06-30,0.005534,7,3
CLA-07,2019-07-16,0.8,1.82,,10.0,,,,3.68,-18.64469238815568,-51.05218482324302,308.0,529.0,268.0,183.0,68.0,74.0,-0.188470066518847,-0.5952380952380952,-165.51111111111112,0.7545605306799337,1.7175324675324675,0.5066162570888468,0.6828358208955224,2019-06-30,0.005534,7,3
CLA-08,2019-07-16,0.8,1.6,,11.0,,,,20.0,-18.706763370925028,-51.008782838537705,331.0,583.0,298.0,242.0,100.0,94.0,-0.1037037037037037,-0.49748743718592964,-161.73333333333335,0.7223042836041359,1.7613293051359518,0.5111492281303602,0.8120805369127517,2019-06-30,0.005534,7,3
CLA-08CS,2019-07-16,0.9,1.85,,9.0,,,,3.92,-18.658334892800493,-51.06757829218299,283.0,477.0,276.0,193.0,58.0,80.0,-0.17697228144989338,-0.6526946107784432,-183.15555555555557,0.7127468581687613,1.685512367491166,0.5786163522012578,0.6992753623188406,2019-06-30,0.005534,7,3
CLA-09,2019-07-16,0.0,0.0,,10.0,,,,3.25,-18.732783800131944,-51.003284514940056,301.0,462.0,303.0,285.0,101.0,114.0,-0.030612244897959183,-0.5,-168.39999999999998,0.6041666666666666,1.5348837209302326,0.6558441558441559,0.9405940594059405,2019-06-30,0.005534,7,3
