sitio_cod,zona,ano,mes,dia,paramet,unidade,result
GF080,S,2021,julho,29.0,turbidez,ntu,6.67
GF080,S,2015,fevereiro,27.0,turbidez,ntu,10.9
GF080,S,2019,janeiro,29.0,turbidez,ntu,11.8
GF080,S,2016,janeiro,5.0,turbidez,ntu,11.9
GF080,S,2016,abril,27.0,turbidez,ntu,12
GF080,S,2015,abril,16.0,turbidez,ntu,16.4
GF080,S,2019,abril,25.0,turbidez,ntu,16.6
GF080,S,2022,abril,20.0,turbidez,ntu,18.8
GF080,S,2021,abril,15.0,turbidez,ntu,20.2
GF080,S,2018,abril,11.0,turbidez,ntu,21.5
GF080,S,2017,janeiro,4.0,turbidez,ntu,35.3
GF080,S,2021,janeiro,12.0,turbidez,ntu,37.2
GF080,S,2020,abril,7.0,turbidez,ntu,51.3
GF080,S,2022,janeiro,26.0,turbidez,ntu,80.4
GF080,S,2020,janeiro,29.0,turbidez,ntu,155
GF080,S,2023,janeiro,17.0,clorofila a,µg/l,1
GF080,S,2023,janeiro,17.0,turbidez,ntu,"297,0"
GF080,S,2023,abril,26.0,clorofila a,µg/l,1
GF080,S,2023,abril,26.0,turbidez,ntu,"10,1"
GF080,S,2023,julho,26.0,clorofila a,µg/l,"1,07"
GF080,S,2023,julho,26.0,turbidez,ntu,"5,6"
GF080,S,2023,outubro,17.0,clorofila a,µg/l,"2,14"
GF080,S,2023,outubro,17.0,turbidez,ntu,"3,0"
GF080,S,2023,junho,7.0,clorofila a,µg/l,1
GF080,S,2023,junho,7.0,turbidez,ntu,"7,8"
GF080,S,2023,dezembro,14.0,clorofila a,µg/l,"2,14"
GF080,S,2023,dezembro,14.0,turbidez,ntu,"7,9"
GF080,S,2023,junho,13.0,clorofila a,µg/l,1
GF080,S,2023,junho,13.0,turbidez,ntu,"16,9"
GF080,S,2023,junho,22.0,clorofila a,µg/l,1
GF080,S,2023,junho,22.0,turbidez,ntu,"10,5"
IGLI01,S,2022,agosto,3.0,turbidez,ntu,0.02
IGLI01,S,2022,agosto,3.0,clorofila a,µg/l,0.3
IGLI01,S,2023,fevereiro,7.0,turbidez,ntu,447
IGLI01,S,2019,janeiro,29.0,clorofila a,,1.07
IGLI01,S,2015,fevereiro,19.0,clorofila a,,1.07
IGLI01,S,2017,fevereiro,3.0,clorofila a,,1.07
IGLI01,S,2019,fevereiro,8.0,clorofila a,,1.07
IGLI01,S,2019,fevereiro,15.0,clorofila a,,1.07
IGLI01,S,2019,fevereiro,22.0,clorofila a,,1.07
IGLI01,S,2019,fevereiro,28.0,clorofila a,,1.07
IGLI01,S,2020,fevereiro,7.0,clorofila a,,1.07
IGLI01,S,2022,fevereiro,9.0,clorofila a,,1.07
IGLI01,S,2019,marco,22.0,clorofila a,,1.07
IGLI01,S,2019,abril,26.0,clorofila a,,1.07
IGLI01,S,2019,maio,27.0,clorofila a,,1.07
IGLI01,S,2019,junho,25.0,clorofila a,,1.07
IGLI01,S,2019,julho,26.0,clorofila a,,1.07
IGLI01,S,2015,agosto,3.0,clorofila a,,1.07
IGLI01,S,2016,agosto,3.0,clorofila a,,1.07
IGLI01,S,2019,agosto,20.0,clorofila a,,1.07
IGLI01,S,2020,agosto,17.0,clorofila a,,1.07
IGLI01,S,2019,fevereiro,18.0,clorofila a,,1.07
IGLI01,S,2016,fevereiro,3.0,clorofila a,,2.67
IGLI01,S,2021,fevereiro,19.0,clorofila a,,3.2
IGLI01,S,2021,agosto,11.0,clorofila a,,3.2
IGLI01,S,2020,agosto,17.0,turbidez,ntu,4.52
IGLI01,S,2018,fevereiro,16.0,clorofila a,,5.34
IGLI01,S,2015,agosto,3.0,turbidez,ntu,8.28
IGLI01,S,2016,agosto,3.0,turbidez,ntu,12.5
IGLI01,S,2017,fevereiro,3.0,turbidez,ntu,13.8
IGLI01,S,2019,julho,26.0,turbidez,ntu,14.6
IGLI01,S,2019,agosto,20.0,turbidez,ntu,14.7
IGLI01,S,2019,maio,27.0,turbidez,ntu,16.4
IGLI01,S,2021,agosto,11.0,turbidez,ntu,18.5
IGLI01,S,2019,fevereiro,15.0,turbidez,ntu,31
IGLI01,S,2019,janeiro,29.0,turbidez,ntu,35.8
IGLI01,S,2016,fevereiro,3.0,turbidez,ntu,41.3
IGLI01,S,2019,fevereiro,8.0,turbidez,ntu,62
IGLI01,S,2019,junho,25.0,turbidez,ntu,97.5
IGLI01,S,2019,abril,26.0,turbidez,ntu,127
IGLI01,S,2019,fevereiro,18.0,turbidez,ntu,207
IGLI01,S,2019,fevereiro,28.0,turbidez,ntu,215
IGLI01,S,2021,fevereiro,19.0,turbidez,ntu,237
IGLI01,S,2019,marco,22.0,turbidez,ntu,482
IGLI01,S,2022,fevereiro,9.0,turbidez,ntu,590
IGLI01,S,2015,fevereiro,19.0,turbidez,ntu,772
IGLI01,S,2020,fevereiro,7.0,turbidez,ntu,835
IGLI01,S,2019,fevereiro,22.0,turbidez,ntu,845
IGLI01,S,2018,fevereiro,16.0,turbidez,ntu,8350
IGLI01,S,2023,agosto,17.0,clorofila a,µg/l,1
IGLI01,S,2023,agosto,17.0,turbidez,ntu,79.1
IGLI01,S,2023,fevereiro,7.0,clorofila a,µg/l,"1,07"
IGLI02,S,2022,agosto,3.0,clorofila a,µg/l,1
IGLI02,S,2022,agosto,3.0,turbidez,ntu,1
IGLI02,S,2023,fevereiro,7.0,turbidez,ntu,293
IGLI02,S,2019,janeiro,29.0,clorofila a,,1.07
IGLI02,S,2015,fevereiro,12.0,clorofila a,,1.07
IGLI02,S,2019,fevereiro,8.0,clorofila a,,1.07
IGLI02,S,2019,fevereiro,15.0,clorofila a,,1.07
IGLI02,S,2019,fevereiro,22.0,clorofila a,,1.07
IGLI02,S,2020,fevereiro,7.0,clorofila a,,1.07
IGLI02,S,2021,fevereiro,19.0,clorofila a,,1.07
IGLI02,S,2022,fevereiro,9.0,clorofila a,,1.07
IGLI02,S,2019,marco,1.0,clorofila a,,1.07
IGLI02,S,2019,marco,22.0,clorofila a,,1.07
IGLI02,S,2019,abril,26.0,clorofila a,,1.07
IGLI02,S,2019,maio,27.0,clorofila a,,1.07
IGLI02,S,2019,junho,25.0,clorofila a,,1.07
IGLI02,S,2019,julho,26.0,clorofila a,,1.07
IGLI02,S,2015,agosto,3.0,clorofila a,,1.07
IGLI02,S,2019,agosto,20.0,clorofila a,,1.07
IGLI02,S,2020,agosto,17.0,clorofila a,,1.07
IGLI02,S,2021,agosto,11.0,clorofila a,,1.07
IGLI02,S,2019,fevereiro,18.0,clorofila a,,1.07
IGLI02,S,2016,fevereiro,3.0,clorofila a,,2.67
IGLI02,S,2016,agosto,3.0,clorofila a,,2.67
IGLI02,S,2019,agosto,20.0,turbidez,ntu,5.78
IGLI02,S,2014,agosto,21.0,turbidez,ntu,7.47
IGLI02,S,2017,fevereiro,3.0,clorofila a,,12.5
IGLI02,S,2015,fevereiro,12.0,turbidez,ntu,17.4
IGLI02,S,2020,agosto,17.0,turbidez,ntu,17.6
IGLI02,S,2019,julho,26.0,turbidez,ntu,19
IGLI02,S,2015,agosto,3.0,turbidez,ntu,20.3
IGLI02,S,2019,abril,26.0,turbidez,ntu,21.2
IGLI02,S,2019,fevereiro,18.0,turbidez,ntu,27.9
IGLI02,S,2019,maio,27.0,turbidez,ntu,30.2
IGLI02,S,2018,fevereiro,16.0,clorofila a,,30.3
IGLI02,S,2021,agosto,11.0,turbidez,ntu,30.3
IGLI02,S,2016,fevereiro,3.0,turbidez,ntu,37.1
IGLI02,S,2019,junho,25.0,turbidez,ntu,40.3
IGLI02,S,2016,agosto,3.0,turbidez,ntu,57.5
IGLI02,S,2018,fevereiro,16.0,turbidez,ntu,74.4
IGLI02,S,2019,janeiro,29.0,turbidez,ntu,77.6
IGLI02,S,2019,fevereiro,15.0,turbidez,ntu,81
IGLI02,S,2019,fevereiro,22.0,turbidez,ntu,82.7
IGLI02,S,2020,fevereiro,7.0,turbidez,ntu,119
IGLI02,S,2017,fevereiro,3.0,turbidez,ntu,148
IGLI02,S,2019,marco,1.0,turbidez,ntu,188
IGLI02,S,2019,fevereiro,8.0,turbidez,ntu,201
IGLI02,S,2022,fevereiro,9.0,turbidez,ntu,210
IGLI02,S,2019,marco,22.0,turbidez,ntu,332
IGLI02,S,2021,fevereiro,19.0,turbidez,ntu,342
IGLI02,S,2023,agosto,17.0,clorofila a,µg/l,5.34
IGLI02,S,2023,agosto,17.0,turbidez,ntu,23.4
IGLI02,S,2023,fevereiro,7.0,clorofila a,µg/l,"100,20"
IGLI02,S,2023,fevereiro,7.0,clorofila a,µg/l,"0,002"
IGLI03,S,2022,agosto,3.0,clorofila a,µg/l,0.02
IGLI03,S,2022,agosto,3.0,turbidez,ntu,3
IGLI03,S,2023,fevereiro,7.0,turbidez,ntu,260
IGLI03,S,2019,janeiro,29.0,clorofila a,,1.07
IGLI03,S,2017,fevereiro,3.0,clorofila a,,1.07
IGLI03,S,2018,fevereiro,16.0,clorofila a,,1.07
IGLI03,S,2019,fevereiro,8.0,clorofila a,,1.07
IGLI03,S,2019,fevereiro,15.0,clorofila a,,1.07
IGLI03,S,2019,fevereiro,22.0,clorofila a,,1.07
IGLI03,S,2019,fevereiro,28.0,clorofila a,,1.07
IGLI03,S,2020,fevereiro,7.0,clorofila a,,1.07
IGLI03,S,2021,fevereiro,19.0,clorofila a,,1.07
IGLI03,S,2022,fevereiro,9.0,clorofila a,,1.07
IGLI03,S,2019,marco,22.0,clorofila a,,1.07
IGLI03,S,2019,abril,26.0,clorofila a,,1.07
IGLI03,S,2019,maio,27.0,clorofila a,,1.07
IGLI03,S,2019,junho,25.0,clorofila a,,1.07
IGLI03,S,2019,julho,26.0,clorofila a,,1.07
IGLI03,S,2015,agosto,3.0,clorofila a,,1.07
IGLI03,S,2016,agosto,3.0,clorofila a,,1.07
IGLI03,S,2019,agosto,20.0,clorofila a,,1.07
IGLI03,S,2020,agosto,17.0,clorofila a,,1.07
IGLI03,S,2021,agosto,11.0,clorofila a,,1.07
IGLI03,S,2019,fevereiro,18.0,clorofila a,,1.07
IGLI03,S,2015,fevereiro,12.0,clorofila a,,1.34
IGLI03,S,2014,agosto,21.0,turbidez,ntu,2.65
IGLI03,S,2016,fevereiro,3.0,clorofila a,,2.67
IGLI03,S,2019,agosto,20.0,turbidez,ntu,5.29
IGLI03,S,2021,agosto,11.0,turbidez,ntu,6.26
IGLI03,S,2015,agosto,3.0,turbidez,ntu,8.26
IGLI03,S,2020,agosto,17.0,turbidez,ntu,8.48
IGLI03,S,2016,agosto,3.0,turbidez,ntu,8.62
IGLI03,S,2017,fevereiro,3.0,turbidez,ntu,10.6
IGLI03,S,2019,julho,26.0,turbidez,ntu,12
IGLI03,S,2019,junho,25.0,turbidez,ntu,22.9
IGLI03,S,2016,fevereiro,3.0,turbidez,ntu,33.8
IGLI03,S,2019,janeiro,29.0,turbidez,ntu,36.3
IGLI03,S,2019,maio,27.0,turbidez,ntu,36.5
IGLI03,S,2018,fevereiro,16.0,turbidez,ntu,45.7
IGLI03,S,2019,fevereiro,15.0,turbidez,ntu,59.7
IGLI03,S,2015,fevereiro,12.0,turbidez,ntu,65.5
IGLI03,S,2019,fevereiro,8.0,turbidez,ntu,70.3
IGLI03,S,2019,abril,26.0,turbidez,ntu,83.5
IGLI03,S,2019,fevereiro,28.0,turbidez,ntu,224
IGLI03,S,2019,fevereiro,18.0,turbidez,ntu,352
IGLI03,S,2021,fevereiro,19.0,turbidez,ntu,414
IGLI03,S,2022,fevereiro,9.0,turbidez,ntu,965
IGLI03,S,2020,fevereiro,7.0,turbidez,ntu,1010
IGLI03,S,2019,marco,22.0,turbidez,ntu,1130
IGLI03,S,2019,fevereiro,22.0,turbidez,ntu,1610
IGLI03,S,2023,agosto,17.0,clorofila a,µg/l,1
IGLI03,S,2023,agosto,17.0,turbidez,ntu,15.6
IGLI03,S,2023,fevereiro,7.0,clorofila a,µg/l,"0,002"
IGLI04,S,2022,agosto,3.0,clorofila a,µg/l,0.02
IGLI04,S,2022,agosto,3.0,turbidez,ntu,0.02
IGLI04,S,2023,fevereiro,7.0,turbidez,ntu,193
IGLI04,S,2019,janeiro,29.0,clorofila a,,1.07
IGLI04,S,2019,fevereiro,8.0,clorofila a,,1.07
IGLI04,S,2019,fevereiro,15.0,clorofila a,,1.07
IGLI04,S,2019,fevereiro,22.0,clorofila a,,1.07
IGLI04,S,2020,fevereiro,7.0,clorofila a,,1.07
IGLI04,S,2021,fevereiro,19.0,clorofila a,,1.07
IGLI04,S,2022,fevereiro,9.0,clorofila a,,1.07
IGLI04,S,2019,marco,1.0,clorofila a,,1.07
IGLI04,S,2019,marco,22.0,clorofila a,,1.07
IGLI04,S,2019,abril,26.0,clorofila a,,1.07
IGLI04,S,2019,maio,27.0,clorofila a,,1.07
IGLI04,S,2019,junho,25.0,clorofila a,,1.07
IGLI04,S,2019,julho,26.0,clorofila a,,1.07
IGLI04,S,2015,agosto,3.0,clorofila a,,1.07
IGLI04,S,2016,agosto,3.0,clorofila a,,1.07
IGLI04,S,2019,agosto,20.0,clorofila a,,1.07
IGLI04,S,2020,agosto,17.0,clorofila a,,1.07
IGLI04,S,2021,agosto,11.0,clorofila a,,1.07
IGLI04,S,2019,fevereiro,18.0,clorofila a,,1.07
IGLI04,S,2015,fevereiro,12.0,clorofila a,,1.78
IGLI04,S,2018,fevereiro,16.0,clorofila a,,1.78
IGLI04,S,2016,fevereiro,3.0,clorofila a,,2.67
IGLI04,S,2014,agosto,21.0,turbidez,ntu,3.05
IGLI04,S,2020,agosto,17.0,turbidez,ntu,5.15
IGLI04,S,2017,fevereiro,3.0,clorofila a,,7.12
IGLI04,S,2015,agosto,3.0,turbidez,ntu,8.19
IGLI04,S,2016,agosto,3.0,turbidez,ntu,10.6
IGLI04,S,2021,agosto,11.0,turbidez,ntu,11.2
IGLI04,S,2019,agosto,20.0,turbidez,ntu,12.6
IGLI04,S,2019,julho,26.0,turbidez,ntu,17.6
IGLI04,S,2017,fevereiro,3.0,turbidez,ntu,32.9
IGLI04,S,2019,maio,27.0,turbidez,ntu,38.7
IGLI04,S,2016,fevereiro,3.0,turbidez,ntu,41.6
IGLI04,S,2019,janeiro,29.0,turbidez,ntu,46.7
IGLI04,S,2019,junho,25.0,turbidez,ntu,48.2
IGLI04,S,2015,fevereiro,12.0,turbidez,ntu,57.9
IGLI04,S,2018,fevereiro,16.0,turbidez,ntu,83.7
IGLI04,S,2019,abril,26.0,turbidez,ntu,96.3
IGLI04,S,2019,fevereiro,15.0,turbidez,ntu,97.8
IGLI04,S,2019,fevereiro,8.0,turbidez,ntu,101
IGLI04,S,2019,fevereiro,18.0,turbidez,ntu,127
IGLI04,S,2019,marco,1.0,turbidez,ntu,576
IGLI04,S,2020,fevereiro,7.0,turbidez,ntu,640
IGLI04,S,2022,fevereiro,9.0,turbidez,ntu,675
IGLI04,S,2021,fevereiro,19.0,turbidez,ntu,695
IGLI04,S,2019,marco,22.0,turbidez,ntu,996
IGLI04,S,2019,fevereiro,22.0,turbidez,ntu,1680
IGLI04,S,2023,agosto,17.0,clorofila a,µg/l,1.07
IGLI04,S,2023,agosto,17.0,turbidez,ntu,22.7
IT001,S,2015,fevereiro,19.0,clorofila a,,0.67
IT001,S,2015,maio,26.0,clorofila a,,1.07
IT001,S,2015,agosto,25.0,clorofila a,,1.07
IT001,S,2015,janeiro,27.0,clorofila a,,1.07
IT001,S,2014,fevereiro,24.0,turbidez,ntu,8.63
IT003,S,2015,agosto,24.0,turbidez,ntu,1.78
IT003,S,2015,maio,26.0,turbidez,ntu,1.98
IT003,S,2014,setembro,18.0,turbidez,ntu,2.19
IT003,S,2015,janeiro,26.0,turbidez,ntu,4.01
IT003,S,2015,fevereiro,19.0,turbidez,ntu,4.72
IT003,S,2014,fevereiro,15.0,turbidez,ntu,14.1
IT060,S,2022,maio,19.0,turbidez,ntu,0
IT060,S,2022,maio,19.0,clorofila a,µg/l,1
IT060,S,2022,agosto,4.0,turbidez,ntu,2.12
IT060,S,2022,agosto,4.0,clorofila a,µg/l,2.14
IT060,S,2022,novembro,9.0,turbidez,ntu,4.28
IT060,S,2023,fevereiro,8.0,turbidez,ntu,29.5
IT060,S,2017,fevereiro,21.0,clorofila a,,1.07
IT060,S,2018,fevereiro,21.0,clorofila a,,1.07
IT060,S,2019,fevereiro,12.0,clorofila a,,1.07
IT060,S,2020,fevereiro,12.0,clorofila a,,1.07
IT060,S,2020,abril,22.0,clorofila a,,1.07
IT060,S,2019,maio,29.0,clorofila a,,1.07
IT060,S,2020,maio,26.0,clorofila a,,1.07
IT060,S,2021,maio,25.0,clorofila a,,1.07
IT060,S,2016,junho,1.0,clorofila a,,1.07
IT060,S,2018,julho,17.0,clorofila a,,1.07
IT060,S,2016,agosto,23.0,clorofila a,,1.07
IT060,S,2019,agosto,7.0,clorofila a,,1.07
IT060,S,2020,agosto,19.0,clorofila a,,1.07
IT060,S,2021,agosto,12.0,clorofila a,,1.07
IT060,S,2018,setembro,18.0,clorofila a,,1.07
IT060,S,2016,janeiro,8.0,clorofila a,,1.07
IT060,S,2018,janeiro,27.0,clorofila a,,1.07
IT060,S,2019,janeiro,26.0,clorofila a,,1.07
IT060,S,2020,janeiro,24.0,clorofila a,,1.07
IT060,S,2021,janeiro,17.0,clorofila a,,1.07
IT060,S,2017,fevereiro,6.0,clorofila a,,1.07
IT060,S,2019,agosto,7.0,turbidez,ntu,1.56
IT060,S,2020,agosto,19.0,turbidez,ntu,1.62
IT060,S,2016,junho,1.0,turbidez,ntu,1.97
IT060,S,2021,fevereiro,3.0,clorofila a,,2.14
IT060,S,2022,fevereiro,15.0,clorofila a,,2.14
IT060,S,2018,setembro,18.0,turbidez,ntu,2.23
IT060,S,2021,agosto,12.0,turbidez,ntu,2.63
IT060,S,2015,agosto,24.0,turbidez,ntu,2.65
IT060,S,2016,fevereiro,23.0,clorofila a,,2.67
IT060,S,2021,maio,25.0,turbidez,ntu,2.69
IT060,S,2016,agosto,23.0,turbidez,ntu,2.73
IT060,S,2016,janeiro,8.0,turbidez,ntu,2.86
IT060,S,2015,maio,26.0,turbidez,ntu,2.95
IT060,S,2019,janeiro,26.0,turbidez,ntu,3.06
IT060,S,2019,maio,29.0,turbidez,ntu,3.15
IT060,S,2014,setembro,18.0,turbidez,ntu,3.2
IT060,S,2018,janeiro,27.0,turbidez,ntu,4.21
IT060,S,2018,julho,17.0,turbidez,ntu,4.22
IT060,S,2017,fevereiro,6.0,turbidez,ntu,4.22
IT060,S,2015,fevereiro,19.0,turbidez,ntu,5.16
IT060,S,2020,maio,26.0,turbidez,ntu,7.3
IT060,S,2015,janeiro,26.0,turbidez,ntu,8.16
IT060,S,2019,fevereiro,12.0,turbidez,ntu,10.3
IT060,S,2018,fevereiro,21.0,turbidez,ntu,10.8
IT060,S,2021,janeiro,17.0,turbidez,ntu,13.1
IT060,S,2020,fevereiro,12.0,turbidez,ntu,15.2
IT060,S,2017,fevereiro,21.0,turbidez,ntu,15.3
IT060,S,2020,janeiro,24.0,turbidez,ntu,15.6
IT060,S,2014,fevereiro,15.0,turbidez,ntu,16.2
IT060,S,2020,abril,22.0,turbidez,ntu,18.4
IT060,S,2022,fevereiro,15.0,turbidez,ntu,22.1
IT060,S,2016,fevereiro,23.0,turbidez,ntu,23.6
IT060,S,2021,fevereiro,3.0,turbidez,ntu,31.5
IT060,S,2023,maio,17.0,clorofila a,µg/l,1.07
IT060,S,2023,maio,17.0,turbidez,ntu,6.4
IT060,S,2023,agosto,22.0,clorofila a,µg/l,2.14
IT060,S,2023,agosto,22.0,turbidez ,ntu,1.2
IT060,S,2022,novembro,9.0,clorofila a,µg/l,1
IT060,S,2023,fevereiro,8.0,clorofila a,µg/l,1
IT060,S,2023,novembro,24.0,turbidez,ntu,"7,7"
JC010,S,2022,agosto,10.0,clorofila a,µg/l,1.07
JC010,S,2023,fevereiro,1.0,clorofila a,µg/l,1.07
JC010,S,2022,agosto,10.0,turbidez,ntu,62
JC010,S,2023,fevereiro,1.0,turbidez,ntu,323
JC010,S,2015,fevereiro,13.0,clorofila a,,0.89
JC010,S,2017,fevereiro,23.0,clorofila a,,1.07
JC010,S,2018,fevereiro,21.0,clorofila a,,1.07
JC010,S,2019,fevereiro,20.0,clorofila a,,1.07
JC010,S,2021,fevereiro,17.0,clorofila a,,1.07
JC010,S,2022,fevereiro,18.0,clorofila a,,1.07
JC010,S,2020,marco,4.0,clorofila a,,1.07
JC010,S,2015,agosto,26.0,clorofila a,,1.07
JC010,S,2015,agosto,26.0,clorofila a,,1.07
JC010,S,2016,agosto,17.0,clorofila a,,1.07
JC010,S,2018,agosto,15.0,clorofila a,,1.07
JC010,S,2019,agosto,28.0,clorofila a,,1.07
JC010,S,2015,fevereiro,13.0,clorofila a,,1.34
JC010,S,2020,agosto,25.0,clorofila a,,2.14
JC010,S,2021,agosto,18.0,clorofila a,,2.14
JC010,S,2016,fevereiro,25.0,clorofila a,,2.67
JC010,S,2014,fevereiro,8.0,turbidez,ntu,6.01
JC010,S,2014,fevereiro,8.0,turbidez,ntu,6.72
JC010,S,2015,fevereiro,13.0,turbidez,ntu,13.4
JC010,S,2015,agosto,26.0,turbidez,ntu,13.6
JC010,S,2016,agosto,17.0,turbidez,ntu,13.6
JC010,S,2020,agosto,25.0,turbidez,ntu,14.1
JC010,S,2015,agosto,26.0,turbidez,ntu,15.3
JC010,S,2019,agosto,28.0,turbidez,ntu,16.9
JC010,S,2018,agosto,15.0,turbidez,ntu,20.4
JC010,S,2021,agosto,18.0,turbidez,ntu,22.6
JC010,S,2020,marco,4.0,turbidez,ntu,32.5
JC010,S,2017,fevereiro,23.0,turbidez,ntu,46
JC010,S,2015,fevereiro,13.0,turbidez,ntu,46.2
JC010,S,2021,fevereiro,17.0,turbidez,ntu,90.2
JC010,S,2018,fevereiro,21.0,turbidez,ntu,138
JC010,S,2022,fevereiro,18.0,turbidez,ntu,142
JC010,S,2019,fevereiro,20.0,turbidez,ntu,150
JC010,S,2016,fevereiro,25.0,turbidez,ntu,182
JC010,S,2023,agosto,30.0,clorofila a,µg/l,"1,07"
JC010,S,2023,agosto,30.0,turbidez,ntu,"68,2"
JC020,S,2022,agosto,10.0,clorofila a,µg/l,1.07
JC020,S,2023,fevereiro,1.0,clorofila a,µg/l,3.2
JC020,S,2022,agosto,10.0,turbidez,ntu,40.9
JC020,S,2023,fevereiro,1.0,turbidez,ntu,157
JC020,S,2015,fevereiro,13.0,clorofila a,,1.07
JC020,S,2017,fevereiro,23.0,clorofila a,,1.07
JC020,S,2018,fevereiro,21.0,clorofila a,,1.07
JC020,S,2019,fevereiro,20.0,clorofila a,,1.07
JC020,S,2022,fevereiro,18.0,clorofila a,,1.07
JC020,S,2020,marco,4.0,clorofila a,,1.07
JC020,S,2015,agosto,26.0,clorofila a,,1.07
JC020,S,2016,agosto,17.0,clorofila a,,1.07
JC020,S,2018,agosto,15.0,clorofila a,,1.07
JC020,S,2019,agosto,28.0,clorofila a,,1.07
JC020,S,2021,agosto,18.0,clorofila a,,1.07
JC020,S,2020,agosto,25.0,clorofila a,,2.14
JC020,S,2016,fevereiro,25.0,clorofila a,,2.67
JC020,S,2014,fevereiro,8.0,turbidez,ntu,7.35
JC020,S,2021,fevereiro,17.0,clorofila a,,9.61
JC020,S,2019,agosto,28.0,turbidez,ntu,10.7
JC020,S,2015,agosto,26.0,turbidez,ntu,11.3
JC020,S,2016,agosto,17.0,turbidez,ntu,14
JC020,S,2021,agosto,18.0,turbidez,ntu,16.7
JC020,S,2020,agosto,25.0,turbidez,ntu,17.5
JC020,S,2017,fevereiro,23.0,turbidez,ntu,27.5
JC020,S,2018,agosto,15.0,turbidez,ntu,31.7
JC020,S,2015,fevereiro,13.0,turbidez,ntu,36.4
JC020,S,2018,fevereiro,21.0,turbidez,ntu,78.4
JC020,S,2021,fevereiro,17.0,turbidez,ntu,80
JC020,S,2022,fevereiro,18.0,turbidez,ntu,88.4
JC020,S,2020,marco,4.0,turbidez,ntu,94.3
JC020,S,2019,fevereiro,20.0,turbidez,ntu,118
JC020,S,2016,fevereiro,25.0,turbidez,ntu,152
JC020,S,2023,agosto,30.0,clorofila a,µg/l,"1,07"
JC020,S,2023,agosto,30.0,turbidez,ntu,"24,4"
JC030,S,2023,fevereiro,1.0,clorofila a,µg/l,1.07
JC030,S,2023,fevereiro,1.0,turbidez,ntu,489
JC030,S,2023,agosto,30.0,clorofila a,µg/l,1
JC030,S,2023,agosto,30.0,turbidez,ntu,"28,0"
JG10,S,2014,agosto,7.0,turbidez,ntu,0.1
JG10,S,2016,setembro,14.0,turbidez,ntu,0.89
JG10,S,2015,fevereiro,5.0,turbidez,ntu,0.89
JG10,S,2016,fevereiro,8.0,turbidez,ntu,0.95
JG10,S,2015,setembro,17.0,turbidez,ntu,0.98
JG10,S,2017,fevereiro,13.0,turbidez,ntu,1.06
JG10,S,2017,marco,11.0,clorofila a,,1.07
JG10,S,2016,maio,31.0,clorofila a,,1.07
JG10,S,2018,junho,7.0,clorofila a,,1.07
JG10,S,2015,setembro,17.0,clorofila a,,1.07
JG10,S,2016,setembro,14.0,clorofila a,,1.07
JG10,S,2016,fevereiro,8.0,clorofila a,,1.07
JG10,S,2017,fevereiro,13.0,clorofila a,,1.07
JG10,S,2017,marco,11.0,turbidez,ntu,1.27
JG10,S,2016,maio,31.0,turbidez,ntu,2.04
JG10,S,2014,janeiro,14.0,turbidez,ntu,2.18
JG10,S,2016,marco,13.0,clorofila a,,2.67
JG10,S,2015,fevereiro,5.0,clorofila a,,2.67
JG10,S,2015,marco,5.0,turbidez,ntu,2.7
JG10,S,2015,marco,5.0,clorofila a,,3
JG10,S,2015,maio,12.0,clorofila a,,3
JG10,S,2014,janeiro,14.0,clorofila a,,3
JG10,S,2015,maio,12.0,turbidez,ntu,3.74
JG10,S,2016,marco,13.0,turbidez,ntu,4.96
JG20,S,2016,setembro,14.0,turbidez,ntu,0.69
JG20,S,2016,fevereiro,8.0,turbidez,ntu,0.82
JG20,S,2014,janeiro,14.0,turbidez,ntu,0.85
JG20,S,2017,marco,11.0,clorofila a,,1.07
JG20,S,2016,maio,31.0,clorofila a,,1.07
JG20,S,2018,junho,7.0,clorofila a,,1.07
JG20,S,2015,setembro,17.0,clorofila a,,1.07
JG20,S,2016,setembro,14.0,clorofila a,,1.07
JG20,S,2016,fevereiro,8.0,clorofila a,,1.07
JG20,S,2017,fevereiro,13.0,clorofila a,,1.07
JG20,S,2017,fevereiro,13.0,turbidez,ntu,1.18
JG20,S,2015,fevereiro,5.0,turbidez,ntu,1.19
JG20,S,2016,maio,31.0,turbidez,ntu,1.66
JG20,S,2015,maio,12.0,turbidez,ntu,1.92
JG20,S,2017,marco,11.0,turbidez,ntu,2.24
JG20,S,2015,setembro,17.0,turbidez,ntu,2.42
JG20,S,2016,marco,13.0,clorofila a,,2.67
JG20,S,2015,fevereiro,5.0,clorofila a,,2.67
JG20,S,2015,marco,5.0,clorofila a,,3
JG20,S,2015,maio,12.0,clorofila a,,3
JG20,S,2014,janeiro,14.0,clorofila a,,3
JG20,S,2015,marco,5.0,turbidez,ntu,3.13
JG20,S,2016,marco,13.0,turbidez,ntu,3.49
JG30,S,2014,janeiro,14.0,turbidez,ntu,0.76
JG30,S,2016,setembro,14.0,turbidez,ntu,0.78
JG30,S,2017,marco,11.0,clorofila a,,1.07
JG30,S,2016,maio,31.0,clorofila a,,1.07
JG30,S,2018,junho,7.0,clorofila a,,1.07
JG30,S,2015,setembro,16.0,clorofila a,,1.07
JG30,S,2016,setembro,14.0,clorofila a,,1.07
JG30,S,2016,fevereiro,8.0,clorofila a,,1.07
JG30,S,2017,fevereiro,13.0,clorofila a,,1.07
