sitio_cod,zona,ano,mes,dia,paramet,unidade,result
AN010,S,2022,outubro,19.0,clorofila a,µg/l,2.14
AN010,S,2023,abril,27.0,clorofila a,µg/l,2.14
AN010,S,2022,outubro,19.0,turbidez,ntu,29.4
AN010,S,2023,abril,27.0,turbidez,ntu,101
AN010,S,2015,abril,14.0,clorofila a,,1.07
AN010,S,2018,abril,10.0,clorofila a,,1.07
AN010,S,2019,abril,24.0,clorofila a,,1.07
AN010,S,2020,abril,2.0,clorofila a,,1.07
AN010,S,2021,abril,13.0,clorofila a,,1.07
AN010,S,2022,abril,19.0,clorofila a,,1.07
AN010,S,2015,fevereiro,29.0,clorofila a,,1.07
AN010,S,2016,fevereiro,4.0,clorofila a,,1.07
AN010,S,2018,fevereiro,23.0,clorofila a,,1.07
AN010,S,2019,fevereiro,22.0,clorofila a,,1.07
AN010,S,2021,fevereiro,5.0,clorofila a,,1.07
AN010,S,2016,abril,27.0,clorofila a,,2.67
AN010,S,2020,fevereiro,20.0,clorofila a,,5.34
AN010,S,2019,fevereiro,22.0,turbidez,ntu,10
AN010,S,2021,fevereiro,5.0,turbidez,ntu,12.2
AN010,S,2015,fevereiro,29.0,turbidez,ntu,15.3
AN010,S,2020,fevereiro,20.0,turbidez,ntu,15.8
AN010,S,2016,abril,27.0,turbidez,ntu,18.6
AN010,S,2014,fevereiro,2.0,turbidez,ntu,22.5
AN010,S,2016,fevereiro,4.0,turbidez,ntu,26.8
AN010,S,2021,abril,13.0,turbidez,ntu,28.1
AN010,S,2018,fevereiro,23.0,turbidez,ntu,31.2
AN010,S,2022,abril,19.0,turbidez,ntu,31.5
AN010,S,2015,abril,14.0,turbidez,ntu,32.2
AN010,S,2018,abril,10.0,turbidez,ntu,39.8
AN010,S,2019,abril,24.0,turbidez,ntu,43.7
AN010,S,2020,abril,2.0,turbidez,ntu,128
AN010,S,2023,outubro,19.0,clorofila a,µg/l,2.14
AN010,S,2023,outubro,19.0,turbidez ,ntu,31.3
AN020,S,2023,abril,27.0,clorofila a,µg/l,1.07
AN020,S,2022,outubro,19.0,clorofila a,µg/l,2.14
AN020,S,2022,outubro,19.0,turbidez,ntu,34.8
AN020,S,2023,abril,27.0,turbidez,ntu,145
AN020,S,2015,abril,14.0,clorofila a,,1.07
AN020,S,2018,abril,10.0,clorofila a,,1.07
AN020,S,2019,abril,24.0,clorofila a,,1.07
AN020,S,2020,abril,2.0,clorofila a,,1.07
AN020,S,2021,abril,13.0,clorofila a,,1.07
AN020,S,2022,abril,19.0,clorofila a,,1.07
AN020,S,2015,fevereiro,29.0,clorofila a,,1.07
AN020,S,2016,fevereiro,4.0,clorofila a,,1.07
AN020,S,2018,fevereiro,23.0,clorofila a,,1.07
AN020,S,2019,fevereiro,22.0,clorofila a,,1.07
AN020,S,2020,fevereiro,20.0,clorofila a,,1.07
AN020,S,2021,fevereiro,5.0,clorofila a,,2.14
AN020,S,2016,abril,27.0,clorofila a,,2.67
AN020,S,2019,fevereiro,22.0,turbidez,ntu,8.28
AN020,S,2021,fevereiro,5.0,turbidez,ntu,15.7
AN020,S,2018,fevereiro,23.0,turbidez,ntu,16.1
AN020,S,2015,fevereiro,29.0,turbidez,ntu,16.3
AN020,S,2020,fevereiro,20.0,turbidez,ntu,17.8
AN020,S,2016,abril,27.0,turbidez,ntu,19.8
AN020,S,2016,fevereiro,4.0,turbidez,ntu,21.1
AN020,S,2015,abril,14.0,turbidez,ntu,22.2
AN020,S,2014,fevereiro,2.0,turbidez,ntu,22.2
AN020,S,2021,abril,13.0,turbidez,ntu,29.5
AN020,S,2022,abril,19.0,turbidez,ntu,49.1
AN020,S,2018,abril,10.0,turbidez,ntu,61.2
AN020,S,2019,abril,24.0,turbidez,ntu,78.6
AN020,S,2020,abril,2.0,turbidez,ntu,236
AN020,S,2023,outubro,19.0,clorofila a,µg/l,2.14
AN020,S,2023,outubro,19.0,turbidez ,ntu,33.1
BJ010,S,2022,setembro,28.0,clorofila a,µg/l,1.07
BJ010,S,2022,setembro,28.0,turbidez,ntu,17.2
BJ010,S,2023,marco,29.0,clorofila a,µg/l,1
BJ010,S,2023,marco,29.0,turbidez,ntu,26
BJ010,S,2017,janeiro,10.0,clorofila a,,1.07
BJ010,S,2018,marco,28.0,clorofila a,,1.07
BJ010,S,2019,marco,21.0,clorofila a,,1.07
BJ010,S,2020,marco,18.0,clorofila a,,1.07
BJ010,S,2021,marco,11.0,clorofila a,,1.07
BJ010,S,2022,marco,30.0,clorofila a,,1.07
BJ010,S,2016,julho,26.0,clorofila a,,1.07
BJ010,S,2018,setembro,11.0,clorofila a,,1.07
BJ010,S,2019,setembro,11.0,clorofila a,,1.07
BJ010,S,2020,setembro,23.0,clorofila a,,1.07
BJ010,S,2021,fevereiro,14.0,clorofila a,,1.07
BJ010,S,2015,julho,19.0,clorofila a,,1.78
BJ010,S,2016,janeiro,19.0,clorofila a,,2.67
BJ010,S,2019,setembro,11.0,turbidez,ntu,6.31
BJ010,S,2016,julho,26.0,turbidez,ntu,6.69
BJ010,S,2018,setembro,11.0,turbidez,ntu,7.26
BJ010,S,2015,janeiro,14.0,turbidez,ntu,7.81
BJ010,S,2015,julho,19.0,turbidez,ntu,11.6
BJ010,S,2020,setembro,23.0,turbidez,ntu,13.9
BJ010,S,2019,marco,21.0,turbidez,ntu,14.2
BJ010,S,2017,janeiro,10.0,turbidez,ntu,21.7
BJ010,S,2022,marco,30.0,turbidez,ntu,29.2
BJ010,S,2018,marco,28.0,turbidez,ntu,30.7
BJ010,S,2021,marco,11.0,turbidez,ntu,36.2
BJ010,S,2021,fevereiro,14.0,turbidez,ntu,47.9
BJ010,S,2020,marco,18.0,turbidez,ntu,109
BJ010,S,2016,janeiro,19.0,turbidez,ntu,116
BJ010,S,2023,setembro,27.0,clorofila a,µg/l,2.14
BJ010,S,2023,setembro,27.0,turbidez ,ntu,13.1
BJ020,S,2022,setembro,28.0,clorofila a,µg/l,1.07
BJ020,S,2022,setembro,28.0,turbidez,ntu,15.7
BJ020,S,2023,marco,29.0,clorofila a,µg/l,1
BJ020,S,2023,marco,29.0,turbidez,ntu,22.1
BJ020,S,2017,janeiro,10.0,clorofila a,,1.07
BJ020,S,2018,marco,28.0,clorofila a,,1.07
BJ020,S,2019,marco,21.0,clorofila a,,1.07
BJ020,S,2020,marco,18.0,clorofila a,,1.07
BJ020,S,2021,marco,11.0,clorofila a,,1.07
BJ020,S,2022,marco,30.0,clorofila a,,1.07
BJ020,S,2016,julho,26.0,clorofila a,,1.07
BJ020,S,2018,setembro,11.0,clorofila a,,1.07
BJ020,S,2019,setembro,11.0,clorofila a,,1.07
BJ020,S,2020,setembro,23.0,clorofila a,,1.07
BJ020,S,2021,fevereiro,14.0,clorofila a,,1.07
BJ020,S,2015,julho,13.0,clorofila a,,1.78
BJ020,S,2015,julho,18.0,clorofila a,,1.78
BJ020,S,2016,janeiro,19.0,clorofila a,,2.67
BJ020,S,2016,julho,26.0,turbidez,ntu,5.71
BJ020,S,2019,setembro,11.0,turbidez,ntu,5.81
BJ020,S,2018,setembro,11.0,turbidez,ntu,6.5
BJ020,S,2015,janeiro,14.0,turbidez,ntu,7.71
BJ020,S,2015,janeiro,14.0,turbidez,ntu,9.09
BJ020,S,2015,julho,13.0,turbidez,ntu,11.1
BJ020,S,2015,julho,18.0,turbidez,ntu,12.8
BJ020,S,2020,setembro,23.0,turbidez,ntu,13.3
BJ020,S,2017,janeiro,10.0,turbidez,ntu,22.3
BJ020,S,2022,marco,30.0,turbidez,ntu,30.9
BJ020,S,2018,marco,28.0,turbidez,ntu,33.6
BJ020,S,2021,marco,11.0,turbidez,ntu,39.3
BJ020,S,2021,fevereiro,14.0,turbidez,ntu,47.8
BJ020,S,2020,marco,18.0,turbidez,ntu,93.5
BJ020,S,2019,marco,21.0,turbidez,ntu,116
BJ020,S,2016,janeiro,19.0,turbidez,ntu,123
BJ020,S,2023,setembro,27.0,clorofila a,µg/l,1.07
BJ020,S,2023,setembro,27.0,turbidez ,ntu,12.8
CD010,S,2022,julho,12.0,turbidez,ntu,0.002
CD010,S,2022,maio,3.0,clorofila a,µg/l,0.02
CD010,S,2022,novembro,17.0,clorofila a,µg/l,2.14
CD010,S,2022,maio,3.0,turbidez,ntu,10
CD010,S,2022,novembro,17.0,turbidez,ntu,41.6
CD010,S,2017,janeiro,18.0,clorofila a,,1.07
CD010,S,2018,marco,13.0,clorofila a,,1.07
CD010,S,2019,marco,13.0,clorofila a,,1.07
CD010,S,2020,marco,24.0,clorofila a,,1.07
CD010,S,2021,maio,25.0,clorofila a,,1.07
CD010,S,2018,setembro,4.0,clorofila a,,1.07
CD010,S,2019,setembro,3.0,clorofila a,,1.07
CD010,S,2020,setembro,29.0,clorofila a,,1.07
CD010,S,2021,janeiro,19.0,clorofila a,,1.07
CD010,S,2021,janeiro,26.0,clorofila a,,2.14
CD010,S,2019,setembro,3.0,turbidez,ntu,4.19
CD010,S,2021,maio,25.0,turbidez,ntu,5.26
CD010,S,2017,janeiro,18.0,turbidez,ntu,5.63
CD010,S,2018,setembro,4.0,turbidez,ntu,7.19
CD010,S,2020,setembro,29.0,turbidez,ntu,8.84
CD010,S,2021,janeiro,19.0,turbidez,ntu,11.3
CD010,S,2021,janeiro,26.0,turbidez,ntu,11.8
CD010,S,2018,marco,13.0,turbidez,ntu,18.4
CD010,S,2020,marco,24.0,turbidez,ntu,21.2
CD010,S,2019,marco,13.0,turbidez,ntu,35.3
CD010,S,2023,maio,3.0,clorofila a,µg/l,1
CD010,S,2023,maio,3.0,turbidez,ntu,"13,4"
CD010,S,2023,novembro,7.0,clorofila a,µg/l,"1,07"
CD010,S,2023,novembro,7.0,turbidez,ntu,"15,9"
CD020,S,2022,maio,3.0,clorofila a,µg/l,0.002
CD020,S,2022,maio,3.0,turbidez,ntu,0.002
CD020,S,2022,julho,12.0,turbidez,ntu,1
CD020,S,2022,novembro,17.0,clorofila a,µg/l,1.07
CD020,S,2022,novembro,17.0,turbidez,ntu,50.3
CD020,S,2017,janeiro,18.0,clorofila a,,1.07
CD020,S,2021,janeiro,26.0,clorofila a,,1.07
CD020,S,2018,marco,13.0,clorofila a,,1.07
CD020,S,2019,marco,13.0,clorofila a,,1.07
CD020,S,2020,marco,24.0,clorofila a,,1.07
CD020,S,2018,setembro,4.0,clorofila a,,1.07
CD020,S,2019,setembro,3.0,clorofila a,,1.07
CD020,S,2020,setembro,29.0,clorofila a,,1.07
CD020,S,2021,janeiro,19.0,clorofila a,,1.07
CD020,S,2019,setembro,3.0,turbidez,ntu,4.2
CD020,S,2021,maio,25.0,clorofila a,,5.34
CD020,S,2017,janeiro,18.0,turbidez,ntu,5.59
CD020,S,2018,setembro,4.0,turbidez,ntu,7.51
CD020,S,2021,maio,25.0,turbidez,ntu,9.22
CD020,S,2021,janeiro,19.0,turbidez,ntu,10.2
CD020,S,2021,janeiro,26.0,turbidez,ntu,10.6
CD020,S,2020,setembro,29.0,turbidez,ntu,14.5
CD020,S,2018,marco,13.0,turbidez,ntu,16.9
CD020,S,2020,marco,24.0,turbidez,ntu,21.7
CD020,S,2019,marco,13.0,turbidez,ntu,40.3
CD020,S,2023,maio,3.0,clorofila a,µg/l,1
CD020,S,2023,maio,3.0,turbidez,ntu,"8,8"
CD020,S,2023,novembro,7.0,clorofila a,µg/l,1
CD020,S,2023,novembro,7.0,turbidez,ntu,"12,5"
CD030,S,2022,julho,12.0,turbidez,ntu,0.02
CJ010,S,2022,julho,19.0,clorofila a,µg/l,1
CJ010,S,2022,outubro,21.0,clorofila a,µg/l,2.14
CJ010,S,2022,junho,13.0,turbidez,ntu,18.3
CJ010,S,2022,julho,19.0,turbidez,ntu,25.7
CJ010,S,2022,junho,30.0,turbidez,ntu,30.6
CJ010,S,2022,outubro,21.0,turbidez,ntu,71.86
CJ010,S,2017,janeiro,4.0,clorofila a,,1.07
CJ010,S,2019,janeiro,30.0,clorofila a,,1.07
CJ010,S,2020,janeiro,28.0,clorofila a,,1.07
CJ010,S,2021,janeiro,13.0,clorofila a,,1.07
CJ010,S,2022,janeiro,25.0,clorofila a,,1.07
CJ010,S,2017,abril,6.0,clorofila a,,1.07
CJ010,S,2018,abril,11.0,clorofila a,,1.07
CJ010,S,2019,abril,23.0,clorofila a,,1.07
CJ010,S,2020,abril,6.0,clorofila a,,1.07
CJ010,S,2022,abril,18.0,clorofila a,,1.07
CJ010,S,2019,julho,10.0,clorofila a,,1.07
CJ010,S,2020,julho,28.0,clorofila a,,1.07
CJ010,S,2021,julho,28.0,clorofila a,,1.07
CJ010,S,2016,fevereiro,4.0,clorofila a,,1.07
CJ010,S,2018,fevereiro,23.0,clorofila a,,1.07
CJ010,S,2019,fevereiro,23.0,clorofila a,,1.07
CJ010,S,2021,fevereiro,5.0,clorofila a,,1.07
CJ010,S,2020,fevereiro,20.0,clorofila a,,2.14
CJ010,S,2016,abril,26.0,clorofila a,,2.67
CJ010,S,2016,julho,27.0,clorofila a,,2.67
CJ010,S,2020,julho,28.0,turbidez,ntu,3.42
CJ010,S,2021,abril,14.0,clorofila a,,4.27
CJ010,S,2016,abril,26.0,turbidez,ntu,12.1
CJ010,S,2016,julho,27.0,turbidez,ntu,16.3
CJ010,S,2019,fevereiro,23.0,turbidez,ntu,16.6
CJ010,S,2019,julho,10.0,turbidez,ntu,20.3
CJ010,S,2016,fevereiro,4.0,turbidez,ntu,20.6
CJ010,S,2017,abril,6.0,turbidez,ntu,23.6
CJ010,S,2017,janeiro,4.0,turbidez,ntu,27.7
CJ010,S,2019,janeiro,30.0,turbidez,ntu,32.1
CJ010,S,2021,fevereiro,5.0,turbidez,ntu,32.1
CJ010,S,2022,abril,18.0,turbidez,ntu,42
CJ010,S,2018,fevereiro,23.0,turbidez,ntu,44.7
CJ010,S,2021,abril,14.0,turbidez,ntu,52.5
CJ010,S,2020,fevereiro,20.0,turbidez,ntu,60.1
CJ010,S,2018,abril,11.0,turbidez,ntu,70.6
CJ010,S,2020,abril,6.0,turbidez,ntu,72.5
CJ010,S,2022,janeiro,25.0,turbidez,ntu,80.5
CJ010,S,2019,abril,23.0,turbidez,ntu,87.7
CJ010,S,2021,julho,28.0,turbidez,ntu,90.6
CJ010,S,2021,janeiro,13.0,turbidez,ntu,91.1
CJ010,S,2020,janeiro,28.0,turbidez,ntu,154
CJ010,S,2023,janeiro,27.0,turbidez,ntu,143
CJ010,S,2023,abril,25.0,clorofila a,µg/l,1
CJ010,S,2023,abril,25.0,turbidez,ntu,172
CJ010,S,2023,janeiro,18.0,clorofila a,µg/l,1.07
CJ010,S,2023,janeiro,18.0,turbidez,ntu,173
CJ010,S,2023,julho,26.0,clorofila a,µg/l,1
CJ010,S,2023,julho,26.0,turbidez,ntu,43.5
CJ010,S,2023,outubro,19.0,clorofila a,µg/l,1.07
CJ010,S,2023,outubro,19.0,turbidez,ntu,55.8
CJ020,S,2022,julho,19.0,clorofila a,µg/l,1.07
CJ020,S,2022,outubro,20.0,clorofila a,µg/l,2.14
CJ020,S,2022,junho,13.0,turbidez,ntu,2.63
CJ020,S,2022,julho,19.0,turbidez,ntu,2.71
CJ020,S,2022,junho,30.0,turbidez,ntu,4.56
CJ020,S,2022,outubro,20.0,turbidez,ntu,19.1
CJ020,S,2014,fevereiro,2.0,clorofila a,,0.53
CJ020,S,2014,fevereiro,9.0,clorofila a,,0.53
CJ020,S,2017,janeiro,4.0,clorofila a,,1.07
CJ020,S,2019,janeiro,30.0,clorofila a,,1.07
CJ020,S,2020,janeiro,28.0,clorofila a,,1.07
CJ020,S,2021,janeiro,13.0,clorofila a,,1.07
CJ020,S,2022,janeiro,26.0,clorofila a,,1.07
CJ020,S,2015,abril,15.0,clorofila a,,1.07
CJ020,S,2017,abril,6.0,clorofila a,,1.07
CJ020,S,2018,abril,12.0,clorofila a,,1.07
CJ020,S,2019,abril,23.0,clorofila a,,1.07
CJ020,S,2020,abril,6.0,clorofila a,,1.07
CJ020,S,2015,julho,7.0,clorofila a,,1.07
CJ020,S,2018,julho,24.0,clorofila a,,1.07
CJ020,S,2019,julho,10.0,clorofila a,,1.07
CJ020,S,2020,julho,29.0,clorofila a,,1.07
CJ020,S,2021,julho,27.0,clorofila a,,1.07
CJ020,S,2015,fevereiro,29.0,clorofila a,,1.07
CJ020,S,2016,fevereiro,4.0,clorofila a,,1.07
CJ020,S,2018,fevereiro,23.0,clorofila a,,1.07
CJ020,S,2019,fevereiro,23.0,clorofila a,,1.07
CJ020,S,2021,fevereiro,6.0,clorofila a,,1.07
CJ020,S,2022,abril,20.0,clorofila a,,2.14
CJ020,S,2016,janeiro,5.0,clorofila a,,2.67
CJ020,S,2016,abril,26.0,clorofila a,,2.67
CJ020,S,2016,julho,27.0,clorofila a,,2.67
CJ020,S,2015,fevereiro,29.0,turbidez,ntu,2.81
CJ020,S,2015,julho,7.0,turbidez,ntu,2.96
CJ020,S,2021,abril,15.0,clorofila a,,3.2
CJ020,S,2018,fevereiro,23.0,turbidez,ntu,3.91
CJ020,S,2019,fevereiro,23.0,turbidez,ntu,3.96
CJ020,S,2019,julho,10.0,turbidez,ntu,4.2
CJ020,S,2016,abril,26.0,turbidez,ntu,4.59
CJ020,S,2021,julho,27.0,turbidez,ntu,5.06
CJ020,S,2020,fevereiro,21.0,clorofila a,,5.34
CJ020,S,2017,abril,6.0,turbidez,ntu,5.54
CJ020,S,2019,abril,23.0,turbidez,ntu,6.57
CJ020,S,2018,julho,24.0,turbidez,ntu,6.57
CJ020,S,2020,fevereiro,21.0,turbidez,ntu,6.58
CJ020,S,2014,fevereiro,2.0,turbidez,ntu,6.63
CJ020,S,2014,fevereiro,9.0,turbidez,ntu,7.07
CJ020,S,2016,janeiro,5.0,turbidez,ntu,7.16
CJ020,S,2021,fevereiro,6.0,turbidez,ntu,7.23
CJ020,S,2019,janeiro,30.0,turbidez,ntu,7.26
CJ020,S,2021,abril,15.0,turbidez,ntu,10.1
CJ020,S,2015,abril,15.0,turbidez,ntu,10.3
CJ020,S,2016,julho,27.0,turbidez,ntu,10.5
CJ020,S,2016,fevereiro,4.0,turbidez,ntu,11
CJ020,S,2020,janeiro,28.0,turbidez,ntu,11.7
CJ020,S,2020,julho,29.0,turbidez,ntu,13.6
CJ020,S,2022,abril,20.0,turbidez,ntu,15.7
CJ020,S,2021,janeiro,13.0,turbidez,ntu,19.1
CJ020,S,2018,abril,12.0,turbidez,ntu,19.3
CJ020,S,2017,janeiro,4.0,turbidez,ntu,30.9
CJ020,S,2020,abril,6.0,turbidez,ntu,35.4
CJ020,S,2022,janeiro,26.0,turbidez,ntu,38.8
CJ020,S,2023,abril,25.0,clorofila a,µg/l,1.07
CJ020,S,2023,abril,25.0,turbidez,ntu,15.2
CJ020,S,2023,janeiro,18.0,clorofila a,µg/l,4.27
CJ020,S,2023,janeiro,18.0,turbidez,ntu,166
CJ020,S,2023,julho,25.0,clorofila a,µg/l,1
CJ020,S,2023,julho,25.0,turbidez,ntu,7.05
CJ020,S,2023,outubro,18.0,clorofila a,µg/l,1.07
CJ020,S,2023,outubro,18.0,turbidez,ntu,3.8
CJ030,S,2022,julho,18.0,clorofila a,µg/l,1.07
CJ030,S,2022,outubro,20.0,clorofila a,µg/l,3.2
CJ030,S,2022,julho,18.0,turbidez,ntu,4.15
CJ030,S,2022,outubro,20.0,turbidez,ntu,13.4
CJ030,S,2014,fevereiro,3.0,clorofila a,,0.53
CJ030,S,2014,fevereiro,10.0,clorofila a,,0.53
CJ030,S,2017,janeiro,4.0,clorofila a,,1.07
CJ030,S,2019,janeiro,30.0,clorofila a,,1.07
CJ030,S,2020,janeiro,28.0,clorofila a,,1.07
CJ030,S,2021,janeiro,13.0,clorofila a,,1.07
CJ030,S,2022,janeiro,25.0,clorofila a,,1.07
CJ030,S,2015,abril,15.0,clorofila a,,1.07
CJ030,S,2017,abril,6.0,clorofila a,,1.07
CJ030,S,2018,abril,12.0,clorofila a,,1.07
CJ030,S,2019,abril,23.0,clorofila a,,1.07
CJ030,S,2020,abril,6.0,clorofila a,,1.07
CJ030,S,2021,abril,14.0,clorofila a,,1.07
CJ030,S,2022,abril,19.0,clorofila a,,1.07
CJ030,S,2015,julho,7.0,clorofila a,,1.07
CJ030,S,2018,julho,24.0,clorofila a,,1.07
CJ030,S,2019,julho,10.0,clorofila a,,1.07
CJ030,S,2020,julho,28.0,clorofila a,,1.07
CJ030,S,2021,julho,27.0,clorofila a,,1.07
CJ030,S,2015,fevereiro,28.0,clorofila a,,1.07
CJ030,S,2016,fevereiro,4.0,clorofila a,,1.07
CJ030,S,2018,fevereiro,23.0,clorofila a,,1.07
CJ030,S,2019,fevereiro,23.0,clorofila a,,1.07
CJ030,S,2021,fevereiro,5.0,clorofila a,,1.07
CJ030,S,2016,julho,27.0,turbidez,ntu,1.48
CJ030,S,2016,janeiro,5.0,clorofila a,,2.67
CJ030,S,2016,abril,26.0,clorofila a,,2.67
CJ030,S,2016,julho,27.0,clorofila a,,2.67
CJ030,S,2015,julho,7.0,turbidez,ntu,3.16
CJ030,S,2020,fevereiro,21.0,clorofila a,,3.2
CJ030,S,2015,fevereiro,28.0,turbidez,ntu,3.21
CJ030,S,2019,julho,10.0,turbidez,ntu,3.78
CJ030,S,2019,fevereiro,23.0,turbidez,ntu,3.78
CJ030,S,2018,fevereiro,23.0,turbidez,ntu,4.27
CJ030,S,2016,janeiro,5.0,turbidez,ntu,4.37
CJ030,S,2021,fevereiro,5.0,turbidez,ntu,4.84
CJ030,S,2017,abril,6.0,turbidez,ntu,5.26
CJ030,S,2019,janeiro,30.0,turbidez,ntu,5.47
CJ030,S,2014,fevereiro,10.0,turbidez,ntu,5.82
CJ030,S,2016,fevereiro,4.0,turbidez,ntu,5.89
CJ030,S,2014,fevereiro,3.0,turbidez,ntu,5.9
CJ030,S,2019,abril,23.0,turbidez,ntu,6.2
CJ030,S,2018,abril,12.0,turbidez,ntu,6.57
CJ030,S,2016,abril,26.0,turbidez,ntu,6.76
CJ030,S,2018,julho,24.0,turbidez,ntu,7.27
CJ030,S,2020,fevereiro,21.0,turbidez,ntu,7.91
CJ030,S,2015,abril,15.0,turbidez,ntu,7.93
CJ030,S,2020,julho,28.0,turbidez,ntu,8.26
CJ030,S,2021,abril,14.0,turbidez,ntu,10.1
CJ030,S,2021,julho,27.0,turbidez,ntu,12.6
CJ030,S,2020,janeiro,28.0,turbidez,ntu,12.7
CJ030,S,2022,abril,19.0,turbidez,ntu,14.2
CJ030,S,2017,janeiro,4.0,turbidez,ntu,16.5
CJ030,S,2021,janeiro,13.0,turbidez,ntu,21.1
CJ030,S,2020,abril,6.0,turbidez,ntu,42.4
CJ030,S,2022,janeiro,25.0,turbidez,ntu,50.5
CJ030,S,2023,abril,25.0,clorofila a,µg/l,1.07
CJ030,S,2023,abril,25.0,turbidez,ntu,11.1
CJ030,S,2023,janeiro,18.0,clorofila a,µg/l,4.27
CJ030,S,2023,janeiro,18.0,turbidez,ntu,209
CJ030,S,2023,julho,25.0,clorofila a,µg/l,1.07
CJ030,S,2023,julho,25.0,turbidez,ntu,29.4
CJ030,S,2023,outubro,18.0,clorofila a,µg/l,2.14
CJ030,S,2023,outubro,18.0,turbidez,ntu,8.6
CJ040,S,2022,junho,19.0,clorofila a,µg/l,1.07
CJ040,S,2022,outubro,20.0,clorofila a,µg/l,1.07
CJ040,S,2022,junho,30.0,turbidez,ntu,4.79
CJ040,S,2022,junho,13.0,turbidez,ntu,7.75
CJ040,S,2022,julho,19.0,turbidez,ntu,7.94
CJ040,S,2022,outubro,20.0,turbidez,ntu,14.6
CJ040,S,2014,fevereiro,3.0,clorofila a,,0.53
CJ040,S,2014,fevereiro,10.0,clorofila a,,0.89
CJ040,S,2019,janeiro,30.0,clorofila a,,1.07
CJ040,S,2020,janeiro,28.0,clorofila a,,1.07
CJ040,S,2021,janeiro,13.0,clorofila a,,1.07
CJ040,S,2022,janeiro,25.0,clorofila a,,1.07
CJ040,S,2015,abril,15.0,clorofila a,,1.07
CJ040,S,2017,abril,6.0,clorofila a,,1.07
CJ040,S,2018,abril,11.0,clorofila a,,1.07
CJ040,S,2019,abril,23.0,clorofila a,,1.07
CJ040,S,2020,abril,6.0,clorofila a,,1.07
CJ040,S,2021,abril,14.0,clorofila a,,1.07
CJ040,S,2022,abril,19.0,clorofila a,,1.07
CJ040,S,2015,julho,7.0,clorofila a,,1.07
CJ040,S,2019,julho,10.0,clorofila a,,1.07
CJ040,S,2020,julho,28.0,clorofila a,,1.07
CJ040,S,2021,julho,27.0,clorofila a,,1.07
CJ040,S,2015,fevereiro,28.0,clorofila a,,1.07
CJ040,S,2016,fevereiro,4.0,clorofila a,,1.07
CJ040,S,2018,fevereiro,23.0,clorofila a,,1.07
CJ040,S,2021,fevereiro,6.0,clorofila a,,1.07
CJ040,S,2017,janeiro,4.0,clorofila a,,1.78
CJ040,S,2016,julho,27.0,turbidez,ntu,2.34
CJ040,S,2016,janeiro,5.0,clorofila a,,2.67
CJ040,S,2016,abril,26.0,clorofila a,,2.67
CJ040,S,2016,julho,27.0,clorofila a,,2.67
CJ040,S,2020,fevereiro,21.0,clorofila a,,3.2
CJ040,S,2019,julho,10.0,turbidez,ntu,3.56
CJ040,S,2015,julho,7.0,turbidez,ntu,4.18
CJ040,S,2018,fevereiro,23.0,turbidez,ntu,4.54
CJ040,S,2015,fevereiro,28.0,turbidez,ntu,5.2
CJ040,S,2021,fevereiro,6.0,turbidez,ntu,5.36
CJ040,S,2021,julho,27.0,turbidez,ntu,5.45
CJ040,S,2017,abril,6.0,turbidez,ntu,5.91
CJ040,S,2019,fevereiro,23.0,turbidez,ntu,6.85
CJ040,S,2020,julho,28.0,turbidez,ntu,6.98
CJ040,S,2014,fevereiro,3.0,turbidez,ntu,6.98
CJ040,S,2016,fevereiro,4.0,turbidez,ntu,7.08
CJ040,S,2020,fevereiro,21.0,turbidez,ntu,7.49
CJ040,S,2016,janeiro,5.0,turbidez,ntu,10.5
CJ040,S,2016,abril,26.0,turbidez,ntu,14.8
CJ040,S,2014,fevereiro,10.0,turbidez,ntu,19.5
CJ040,S,2019,janeiro,30.0,turbidez,ntu,22.5
CJ040,S,2022,abril,19.0,turbidez,ntu,23.5
CJ040,S,2019,abril,23.0,turbidez,ntu,25
CJ040,S,2015,abril,15.0,turbidez,ntu,25.7
CJ040,S,2018,abril,11.0,turbidez,ntu,30.6
CJ040,S,2019,fevereiro,23.0,clorofila a,,32.3
CJ040,S,2021,abril,14.0,turbidez,ntu,32.4
CJ040,S,2017,janeiro,4.0,turbidez,ntu,43.4
CJ040,S,2021,janeiro,13.0,turbidez,ntu,47.4
CJ040,S,2020,abril,6.0,turbidez,ntu,54
CJ040,S,2022,janeiro,25.0,turbidez,ntu,95.7
CJ040,S,2020,janeiro,28.0,turbidez,ntu,128
CJ040,S,2023,abril,25.0,clorofila a,µg/l,2.14
CJ040,S,2023,abril,25.0,turbidez,ntu,12.2
CJ040,S,2023,janeiro,18.0,clorofila a,µg/l,1.07
CJ040,S,2023,janeiro,18.0,turbidez,ntu,256
CJ040,S,2023,julho,25.0,clorofila a,µg/l,1
CJ040,S,2023,julho,25.0,turbidez,ntu,7.14
CJ040,S,2023,outubro,18.0,clorofila a,µg/l,1.07
CJ040,S,2023,outubro,18.0,turbidez,ntu,7.6
CM010,S,2022,maio,19.0,turbidez,ntu,0
CM010,S,2022,agosto,4.0,clorofila a,µg/l,2.14
CM010,S,2022,maio,19.0,clorofila a,µg/l,3.2
CM010,S,2022,agosto,4.0,turbidez,ntu,10.2
CM010,S,2023,fevereiro,8.0,turbidez,ntu,149
CM010,S,2022,novembro,10.0,turbidez,ntu,199
CM010,S,2017,fevereiro,21.0,clorofila a,,1.07
