feature,importance
FAI,0.22645912186068465
MNDWI,0.09569504083721622
B3_B2_ratio,0.09328236668772748
B3,0.08227896111195983
B4,0.0745931271675736
B11,0.06983029709899977
B2,0.06405765668496917
B4_B3_ratio,0.05372311037156177
B5,0.053583059706440256
Month,0.04227600893941701
B8,0.03908378223919907
B5_B4_ratio,0.03773901529080281
NDCI,0.02835052928578552
NDVI,0.022906188586181795
Season,0.016141734131481008
