feature,importance
FAI,0.17076288983943017
B2,0.10126368840983223
MNDWI,0.08291274216808317
B3_B2_ratio,0.08099414851450762
B5,0.07975634965791718
B4,0.07877147016421085
B8,0.06854661637643822
B4_B3_ratio,0.06412577876734855
B3,0.06382892573690134
B11,0.05559595461422316
Month,0.04366778767392145
Season,0.03971865543459173
B5_B4_ratio,0.025393639800370613
NDCI,0.022988572275987336
NDVI,0.021672780566236477
