feature,importance
Month,0.18464320854252553
B3_B2_ratio,0.141942514014756
B4_B3_ratio,0.13455551502550975
NDVI,0.1018858569470127
Season,0.08479043401215568
B5,0.07781624617002932
B3,0.07205364968071956
B2,0.05716438570453504
B11,0.03177541532851592
NDCI,0.03115116634252948
B8,0.023909293283456166
B4,0.01797987863769979
B5_B4_ratio,0.017275561026793573
FAI,0.01351888334952953
MNDWI,0.009537991934231948
