feature,importance
Season,0.2927664522280891
Month,0.2891821529428568
B4_B3_ratio,0.08476649433970943
B8,0.051738814066432125
NDCI,0.03363838767754741
B5_B4_ratio,0.03258119791929132
FAI,0.031367451511621805
NDVI,0.031263253167988184
B2,0.029985284047708474
B3_B2_ratio,0.028608524498280566
B5,0.028423356842270486
B11,0.018003705903641386
MNDWI,0.01744846617650434
B4,0.017151955388175984
B3,0.0130745032898825
